timestamp,ticker,p1_name,p2_name,score_str,game_score_str,server,p1_first_serve_pct,p1_first_serve_num,p1_first_serve_den,p1_first_serve_won_pct,p1_first_serve_won_num,p1_first_serve_won_den,p1_second_serve_won_pct,p1_second_serve_won_num,p1_second_serve_won_den,p1_first_return_won_pct,p1_first_return_won_num,p1_first_return_won_den,p1_second_return_won_pct,p1_second_return_won_num,p1_second_return_won_den,p2_first_serve_pct,p2_first_serve_num,p2_first_serve_den,p2_first_serve_won_pct,p2_first_serve_won_num,p2_first_serve_won_den,p2_second_serve_won_pct,p2_second_serve_won_num,p2_second_serve_won_den,p2_first_return_won_pct,p2_first_return_won_num,p2_first_return_won_den,p2_second_return_won_pct,p2_second_return_won_num,p2_second_return_won_den,p1_last10_pts_won,p2_last10_pts_won,mc_prob_p1,mc_set_prob_p1,mc_game_prob_p1,kalshi_yes_ask,kalshi_yes_bid,match_outcome
2026-07-01T03:21:23.659893+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,5-5,30-0,p2,0.6296296296296297,17,27,0.7647058823529411,13,17,0.7,7,10,0.15,3,20,0.6,6,10,0.6666666666666666,20,30,0.85,17,20,0.4,4,10,0.23529411764705882,4,17,0.3,3,10,7,3,0.7215,0.7214,0.4131,0.69,0.68,
2026-07-01T03:21:24.783007+00:00,KXATPCHALLENGERMATCH-26JUN30SUNSHI-SHI,Braden Shick,Fajing Sun,6-1 0-0,0-15,p2,0.7894736842105263,15,19,0.8666666666666667,13,15,0.75,3,4,0.4444444444444444,4,9,0.6,9,15,0.375,9,24,0.5555555555555556,5,9,0.4,6,15,0.13333333333333333,2,15,0.25,1,4,6,4,1.0,0.9988,0.4319,0.85,0.83,
2026-07-01T03:21:47.651932+00:00,KXATPCHALLENGERMATCH-26JUN30BARFIC-BAR,Ozan Baris,Juan Pablo Ficovich,6-4 5-7 1-0,0-30,p1,0.576271186440678,34,59,0.7647058823529411,26,34,0.52,13,25,0.4074074074074074,22,54,0.4722222222222222,17,36,0.6,54,90,0.5925925925925926,32,54,0.5277777777777778,19,36,0.23529411764705882,8,34,0.48,12,25,5,5,0.8549,0.8507,0.5119,0.6799999999999999,0.67,
2026-07-01T03:21:51.565421+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,5-5,30-0,p2,0.6296296296296297,17,27,0.7647058823529411,13,17,0.7,7,10,0.15,3,20,0.6363636363636364,7,11,0.6451612903225806,20,31,0.85,17,20,0.36363636363636365,4,11,0.23529411764705882,4,17,0.3,3,10,7,3,0.8016,0.7682,0.4614,0.6699999999999999,0.66,
2026-07-01T03:21:54.500337+00:00,KXATPCHALLENGERMATCH-26JUN30SUNSHI-SHI,Braden Shick,Fajing Sun,6-1 0-0,0-30,p2,0.7894736842105263,15,19,0.8666666666666667,13,15,0.75,3,4,0.36363636363636365,4,11,0.6,9,15,0.4230769230769231,11,26,0.6363636363636364,7,11,0.4,6,15,0.13333333333333333,2,15,0.25,1,4,5,5,1.0,0.9953,0.1912,0.83,0.82,
2026-07-01T03:22:18.051819+00:00,KXATPCHALLENGERMATCH-26JUN30BARFIC-BAR,Ozan Baris,Juan Pablo Ficovich,6-4 5-7 1-0,0-30,p1,0.576271186440678,34,59,0.7647058823529411,26,34,0.52,13,25,0.4074074074074074,22,54,0.4722222222222222,17,36,0.6,54,90,0.5925925925925926,32,54,0.5277777777777778,19,36,0.23529411764705882,8,34,0.48,12,25,5,5,0.8568,0.8559,0.494,0.65,0.61,
2026-07-01T03:22:21.649491+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,5-5,30-15,p2,0.6296296296296297,17,27,0.7647058823529411,13,17,0.7,7,10,0.14285714285714285,3,21,0.6363636363636364,7,11,0.65625,21,32,0.8571428571428571,18,21,0.36363636363636365,4,11,0.23529411764705882,4,17,0.3,3,10,7,3,0.7438,0.692,0.3091,0.6799999999999999,0.63,
2026-07-01T03:22:24.265449+00:00,KXATPCHALLENGERMATCH-26JUN30SUNSHI-SHI,Braden Shick,Fajing Sun,6-1 0-0,0-40,p2,0.7894736842105263,15,19,0.8666666666666667,13,15,0.75,3,4,0.36363636363636365,4,11,0.5625,9,16,0.4074074074074074,11,27,0.6363636363636364,7,11,0.4375,7,16,0.13333333333333333,2,15,0.25,1,4,4,6,1.0,0.9922,0.051,0.81,0.8,
2026-07-01T03:22:45.422812+00:00,KXATPCHALLENGERMATCH-26JUN30BARFIC-BAR,Ozan Baris,Juan Pablo Ficovich,6-4 5-7 1-0,15-30,p1,0.576271186440678,34,59,0.7647058823529411,26,34,0.52,13,25,0.4074074074074074,22,54,0.4722222222222222,17,36,0.6,54,90,0.5925925925925926,32,54,0.5277777777777778,19,36,0.23529411764705882,8,34,0.48,12,25,5,5,0.8751,0.8773,0.6288,0.72,0.71,
2026-07-01T03:22:46.840420+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,5-5,30-15,p2,0.6296296296296297,17,27,0.7647058823529411,13,17,0.7,7,10,0.14285714285714285,3,21,0.5833333333333334,7,12,0.6363636363636364,21,33,0.8571428571428571,18,21,0.4166666666666667,5,12,0.23529411764705882,4,17,0.3,3,10,7,3,0.7058,0.6686,0.2851,0.64,0.63,
2026-07-01T03:22:48.037761+00:00,KXATPCHALLENGERMATCH-26JUN30SUNSHI-SHI,Braden Shick,Fajing Sun,6-1 0-1,0-0,p1,0.7894736842105263,15,19,0.8666666666666667,13,15,0.75,3,4,0.3333333333333333,4,12,0.5625,9,16,0.42857142857142855,12,28,0.6666666666666666,8,12,0.4375,7,16,0.13333333333333333,2,15,0.25,1,4,4,6,0.9999,0.987,0.9914,0.81,0.8,
2026-07-01T03:23:09.157144+00:00,KXATPCHALLENGERMATCH-26JUN30BARFIC-BAR,Ozan Baris,Juan Pablo Ficovich,6-4 5-7 1-0,15-30,p1,0.5666666666666667,34,60,0.7647058823529411,26,34,0.5384615384615384,14,26,0.4074074074074074,22,54,0.4722222222222222,17,36,0.6,54,90,0.5925925925925926,32,54,0.5277777777777778,19,36,0.23529411764705882,8,34,0.46153846153846156,12,26,5,5,0.8889,0.8831,0.6517,0.71,0.7,
2026-07-01T03:23:10.590250+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,5-5,30-30,p2,0.6296296296296297,17,27,0.7647058823529411,13,17,0.7,7,10,0.14285714285714285,3,21,0.5833333333333334,7,12,0.6363636363636364,21,33,0.8571428571428571,18,21,0.4166666666666667,5,12,0.23529411764705882,4,17,0.3,3,10,7,3,0.6905,0.6058,0.1572,0.64,0.63,
2026-07-01T03:23:11.881026+00:00,KXATPCHALLENGERMATCH-26JUN30SUNSHI-SHI,Braden Shick,Fajing Sun,6-1 0-1,0-0,p1,0.7894736842105263,15,19,0.8666666666666667,13,15,0.75,3,4,0.3333333333333333,4,12,0.5625,9,16,0.42857142857142855,12,28,0.6666666666666666,8,12,0.4375,7,16,0.13333333333333333,2,15,0.25,1,4,4,6,0.9998,0.9885,0.9927,0.81,0.79,
2026-07-01T03:23:33.055674+00:00,KXATPCHALLENGERMATCH-26JUN30BARFIC-BAR,Ozan Baris,Juan Pablo Ficovich,6-4 5-7 1-0,15-40,p1,0.5573770491803278,34,61,0.7647058823529411,26,34,0.5185185185185185,14,27,0.4074074074074074,22,54,0.4722222222222222,17,36,0.6,54,90,0.5925925925925926,32,54,0.5277777777777778,19,36,0.23529411764705882,8,34,0.48148148148148145,13,27,5,5,0.8159,0.8141,0.3355,0.64,0.63,
2026-07-01T03:23:34.439954+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,5-5,30-30,p2,0.6296296296296297,17,27,0.7647058823529411,13,17,0.7,7,10,0.14285714285714285,3,21,0.5833333333333334,7,12,0.6363636363636364,21,33,0.8571428571428571,18,21,0.4166666666666667,5,12,0.23529411764705882,4,17,0.3,3,10,7,3,0.677,0.6173,0.1592,0.64,0.63,
2026-07-01T03:23:35.500965+00:00,KXATPCHALLENGERMATCH-26JUN30SUNSHI-SHI,Braden Shick,Fajing Sun,6-1 0-1,15-0,p1,0.8,16,20,0.875,14,16,0.75,3,4,0.3333333333333333,4,12,0.5625,9,16,0.42857142857142855,12,28,0.6666666666666666,8,12,0.4375,7,16,0.125,2,16,0.25,1,4,5,5,1.0,0.9921,0.997,0.81,0.8,
2026-07-01T03:23:56.615963+00:00,KXATPCHALLENGERMATCH-26JUN30BARFIC-BAR,Ozan Baris,Juan Pablo Ficovich,6-4 5-7 1-0,30-40,p1,0.5573770491803278,34,61,0.7647058823529411,26,34,0.5185185185185185,14,27,0.4074074074074074,22,54,0.4722222222222222,17,36,0.6,54,90,0.5925925925925926,32,54,0.5277777777777778,19,36,0.23529411764705882,8,34,0.48148148148148145,13,27,6,4,0.8434,0.8488,0.5156,0.6799999999999999,0.67,
2026-07-01T03:23:58.055764+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,5-5,30-40,p2,0.6296296296296297,17,27,0.7647058823529411,13,17,0.7,7,10,0.13636363636363635,3,22,0.5833333333333334,7,12,0.6470588235294118,22,34,0.8636363636363636,19,22,0.4166666666666667,5,12,0.23529411764705882,4,17,0.3,3,10,6,4,0.6303,0.5495,0.0434,0.5900000000000001,0.57,
2026-07-01T03:23:59.204115+00:00,KXATPCHALLENGERMATCH-26JUN30SUNSHI-SHI,Braden Shick,Fajing Sun,6-1 0-1,30-0,p1,0.7619047619047619,16,21,0.875,14,16,0.8,4,5,0.3333333333333333,4,12,0.5625,9,16,0.42857142857142855,12,28,0.6666666666666666,8,12,0.4375,7,16,0.125,2,16,0.2,1,5,6,4,0.9999,0.9913,0.9995,0.8200000000000001,0.81,
2026-07-01T03:24:20.440918+00:00,KXATPCHALLENGERMATCH-26JUN30BARFIC-BAR,Ozan Baris,Juan Pablo Ficovich,6-4 5-7 1-0,30-40,p1,0.5645161290322581,35,62,0.7714285714285715,27,35,0.5185185185185185,14,27,0.4074074074074074,22,54,0.4722222222222222,17,36,0.6,54,90,0.5925925925925926,32,54,0.5277777777777778,19,36,0.22857142857142856,8,35,0.48148148148148145,13,27,6,4,0.8576,0.8521,0.5146,0.71,0.65,
2026-07-01T03:24:22.082248+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,5-5,40-40,p2,0.6296296296296297,17,27,0.7647058823529411,13,17,0.7,7,10,0.13636363636363635,3,22,0.5833333333333334,7,12,0.6470588235294118,22,34,0.8636363636363636,19,22,0.4166666666666667,5,12,0.23529411764705882,4,17,0.3,3,10,7,3,0.6482,0.5975,0.1469,0.62,0.6,
2026-07-01T03:24:23.284980+00:00,KXATPCHALLENGERMATCH-26JUN30SUNSHI-SHI,Braden Shick,Fajing Sun,6-1 0-1,30-0,p1,0.7272727272727273,16,22,0.875,14,16,0.8333333333333334,5,6,0.3333333333333333,4,12,0.5625,9,16,0.42857142857142855,12,28,0.6666666666666666,8,12,0.4375,7,16,0.125,2,16,0.16666666666666666,1,6,6,4,1.0,0.9921,0.9994,0.83,0.82,
2026-07-01T03:24:44.463732+00:00,KXATPCHALLENGERMATCH-26JUN30BARFIC-BAR,Ozan Baris,Juan Pablo Ficovich,6-4 5-7 1-0,30-40,p1,0.5645161290322581,35,62,0.7714285714285715,27,35,0.5185185185185185,14,27,0.4074074074074074,22,54,0.4722222222222222,17,36,0.6,54,90,0.5925925925925926,32,54,0.5277777777777778,19,36,0.22857142857142856,8,35,0.48148148148148145,13,27,6,4,0.8573,0.8525,0.5292,0.7,0.57,
2026-07-01T03:24:46.005048+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,5-5,40-40,p2,0.6296296296296297,17,27,0.7647058823529411,13,17,0.7,7,10,0.13636363636363635,3,22,0.6153846153846154,8,13,0.6285714285714286,22,35,0.8636363636363636,19,22,0.38461538461538464,5,13,0.23529411764705882,4,17,0.3,3,10,7,3,0.7133,0.6415,0.1776,0.64,0.62,
2026-07-01T03:24:47.331109+00:00,KXATPCHALLENGERMATCH-26JUN30SUNSHI-SHI,Braden Shick,Fajing Sun,6-1 0-1,40-0,p1,0.7272727272727273,16,22,0.875,14,16,0.8333333333333334,5,6,0.3333333333333333,4,12,0.5625,9,16,0.42857142857142855,12,28,0.6666666666666666,8,12,0.4375,7,16,0.125,2,16,0.16666666666666666,1,6,6,4,1.0,0.9928,1.0,0.8200000000000001,0.81,
2026-07-01T03:25:08.555530+00:00,KXATPCHALLENGERMATCH-26JUN30BARFIC-BAR,Ozan Baris,Juan Pablo Ficovich,6-4 5-7 1-1,0-0,p2,0.5645161290322581,35,62,0.7714285714285715,27,35,0.5185185185185185,14,27,0.4074074074074074,22,54,0.4722222222222222,17,36,0.6,54,90,0.5925925925925926,32,54,0.5277777777777778,19,36,0.22857142857142856,8,35,0.48148148148148145,13,27,6,4,0.7633,0.766,0.3381,0.5700000000000001,0.56,
2026-07-01T03:25:10.027435+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,5-5,Ad-40,p2,0.6296296296296297,17,27,0.7647058823529411,13,17,0.7,7,10,0.13636363636363635,3,22,0.6153846153846154,8,13,0.6285714285714286,22,35,0.8636363636363636,19,22,0.38461538461538464,5,13,0.23529411764705882,4,17,0.3,3,10,7,3,0.773,0.7434,0.4331,0.6799999999999999,0.67,
2026-07-01T03:25:11.300282+00:00,KXATPCHALLENGERMATCH-26JUN30SUNSHI-SHI,Braden Shick,Fajing Sun,6-1 0-1,40-15,p1,0.6956521739130435,16,23,0.875,14,16,0.7142857142857143,5,7,0.3333333333333333,4,12,0.5625,9,16,0.42857142857142855,12,28,0.6666666666666666,8,12,0.4375,7,16,0.125,2,16,0.2857142857142857,2,7,5,5,1.0,0.986,0.9982,0.8200000000000001,0.81,
2026-07-01T03:25:32.576945+00:00,KXATPCHALLENGERMATCH-26JUN30BARFIC-BAR,Ozan Baris,Juan Pablo Ficovich,6-4 5-7 1-1,0-0,p2,0.5555555555555556,35,63,0.7714285714285715,27,35,0.5,14,28,0.4074074074074074,22,54,0.4722222222222222,17,36,0.6,54,90,0.5925925925925926,32,54,0.5277777777777778,19,36,0.22857142857142856,8,35,0.5,14,28,6,4,0.7455,0.7455,0.3368,0.56,0.55,
2026-07-01T03:25:34.143593+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,5-5,40-40,p2,0.6296296296296297,17,27,0.7647058823529411,13,17,0.7,7,10,0.13636363636363635,3,22,0.6428571428571429,9,14,0.6111111111111112,22,36,0.8636363636363636,19,22,0.35714285714285715,5,14,0.23529411764705882,4,17,0.3,3,10,6,4,0.7887,0.6677,0.2008,0.63,0.62,
2026-07-01T03:25:35.317463+00:00,KXATPCHALLENGERMATCH-26JUN30SUNSHI-SHI,Braden Shick,Fajing Sun,6-1 1-1,0-0,p2,0.6956521739130435,16,23,0.875,14,16,0.7142857142857143,5,7,0.3333333333333333,4,12,0.5625,9,16,0.42857142857142855,12,28,0.6666666666666666,8,12,0.4375,7,16,0.125,2,16,0.2857142857142857,2,7,5,5,0.9996,0.9859,0.4111,0.8200000000000001,0.81,
2026-07-01T03:25:56.518390+00:00,KXATPCHALLENGERMATCH-26JUN30BARFIC-BAR,Ozan Baris,Juan Pablo Ficovich,6-4 5-7 1-1,0-0,p2,0.5555555555555556,35,63,0.7714285714285715,27,35,0.5,14,28,0.4074074074074074,22,54,0.4722222222222222,17,36,0.6,54,90,0.5925925925925926,32,54,0.5277777777777778,19,36,0.22857142857142856,8,35,0.5,14,28,6,4,0.7416,0.7491,0.3432,0.55,0.54,
2026-07-01T03:25:57.873471+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,5-5,40-40,p2,0.6296296296296297,17,27,0.7647058823529411,13,17,0.7,7,10,0.13043478260869565,3,23,0.6428571428571429,9,14,0.6216216216216216,23,37,0.8695652173913043,20,23,0.35714285714285715,5,14,0.23529411764705882,4,17,0.3,3,10,6,4,0.7568,0.6553,0.193,0.6,0.59,
2026-07-01T03:25:58.935437+00:00,KXATPCHALLENGERMATCH-26JUN30SUNSHI-SHI,Braden Shick,Fajing Sun,6-1 1-1,0-0,p2,0.6666666666666666,16,24,0.875,14,16,0.75,6,8,0.3333333333333333,4,12,0.5625,9,16,0.42857142857142855,12,28,0.6666666666666666,8,12,0.4375,7,16,0.125,2,16,0.25,2,8,5,5,1.0,0.9892,0.4106,0.8200000000000001,0.81,
