timestamp,ticker,p1_name,p2_name,score_str,game_score_str,server,p1_first_serve_pct,p1_first_serve_won_pct,p1_second_serve_won_pct,p1_first_return_won_pct,p1_second_return_won_pct,p2_first_serve_pct,p2_first_serve_won_pct,p2_second_serve_won_pct,p2_first_return_won_pct,p2_second_return_won_pct,mc_prob_p1,kalshi_yes_ask,kalshi_yes_bid,match_outcome
2026-06-30T11:14:03.956079+00:00,KXATPMATCH-26JUN29ROYWEN-ROY,Valentin Royer,Harry Wendelken,4-6 3-2,40-30,p2,0.6326530612244898,0.7741935483870968,0.5,0.25,0.42857142857142855,0.5714285714285714,0.75,0.5714285714285714,0.22580645161290322,0.5,0.3853,0.43000000000000005,0.42,
2026-06-30T11:14:26.114598+00:00,KXATPMATCH-26JUN29ROYWEN-ROY,Valentin Royer,Harry Wendelken,4-6 3-2,40-40,p2,0.6326530612244898,0.7741935483870968,0.5,0.27586206896551724,0.38095238095238093,0.58,0.7241379310344828,0.6190476190476191,0.22580645161290322,0.5,0.3109,0.39,0.38,
2026-06-30T11:14:47.751187+00:00,KXATPMATCH-26JUN29ROYWEN-ROY,Valentin Royer,Harry Wendelken,4-6 3-2,40-40,p2,0.6326530612244898,0.7741935483870968,0.5,0.26666666666666666,0.38095238095238093,0.5882352941176471,0.7333333333333333,0.6190476190476191,0.22580645161290322,0.5,0.2834,0.37,0.36,
2026-06-30T11:15:11.781539+00:00,KXATPMATCH-26JUN29ROYWEN-ROY,Valentin Royer,Harry Wendelken,4-6 3-2,40-Ad,p2,0.6326530612244898,0.7741935483870968,0.5,0.26666666666666666,0.38095238095238093,0.5882352941176471,0.7333333333333333,0.6190476190476191,0.22580645161290322,0.5,0.2652,0.35,0.34,
2026-06-30T11:15:33.453260+00:00,KXATPMATCH-26JUN29ROYWEN-ROY,Valentin Royer,Harry Wendelken,4-6 3-3,0-0,p1,0.6326530612244898,0.7741935483870968,0.5,0.25,0.47619047619047616,0.6037735849056604,0.75,0.5238095238095238,0.22580645161290322,0.5,0.3717,0.35,0.34,
2026-06-30T11:15:55.931632+00:00,KXATPMATCH-26JUN29ROYWEN-ROY,Valentin Royer,Harry Wendelken,4-6 3-3,0-0,p1,0.6326530612244898,0.7741935483870968,0.5,0.25,0.47619047619047616,0.6037735849056604,0.75,0.5238095238095238,0.22580645161290322,0.5,0.3677,0.35,0.34,
2026-06-30T11:16:00.204882+00:00,KXATPMATCH-26JUN29ROYWEN-ROY,Valentin Royer,Harry Wendelken,4-6 3-3,0-0,p1,0.6326530612244898,0.7741935483870968,0.5,0.25,0.47619047619047616,0.6037735849056604,0.75,0.5238095238095238,0.22580645161290322,0.5,0.3779,0.35,0.33,
2026-06-30T11:16:28.656827+00:00,KXATPMATCH-26JUN29ROYWEN-ROY,Valentin Royer,Harry Wendelken,4-6 3-3,15-0,p1,0.64,0.78125,0.4444444444444444,0.25,0.38095238095238093,0.6037735849056604,0.75,0.6190476190476191,0.21875,0.5555555555555556,0.1702,0.36,0.34,
2026-06-30T11:16:30.205139+00:00,KXATPMATCH-26JUN29SHIFAR-FAR,Jaime Faria,Sho Shimabukuro,7-6 4-1,0-0,p2,0.5555555555555556,0.9333333333333333,0.5,0.3225806451612903,0.36666666666666664,0.5081967213114754,0.6774193548387096,0.6333333333333333,0.06666666666666667,0.5,0.9795,0.88,0.87,
2026-06-30T11:16:51.924219+00:00,KXATPMATCH-26JUN29ROYWEN-ROY,Valentin Royer,Harry Wendelken,4-6 3-3,30-0,p1,0.6470588235294118,0.7878787878787878,0.4444444444444444,0.25,0.38095238095238093,0.6037735849056604,0.75,0.6190476190476191,0.21212121212121213,0.5555555555555556,0.1927,0.37,0.36,
