timestamp,ticker,p1_name,p2_name,score_str,game_score_str,server,p1_first_serve_pct,p1_first_serve_num,p1_first_serve_den,p1_first_serve_won_pct,p1_first_serve_won_num,p1_first_serve_won_den,p1_second_serve_won_pct,p1_second_serve_won_num,p1_second_serve_won_den,p1_first_return_won_pct,p1_first_return_won_num,p1_first_return_won_den,p1_second_return_won_pct,p1_second_return_won_num,p1_second_return_won_den,p2_first_serve_pct,p2_first_serve_num,p2_first_serve_den,p2_first_serve_won_pct,p2_first_serve_won_num,p2_first_serve_won_den,p2_second_serve_won_pct,p2_second_serve_won_num,p2_second_serve_won_den,p2_first_return_won_pct,p2_first_return_won_num,p2_first_return_won_den,p2_second_return_won_pct,p2_second_return_won_num,p2_second_return_won_den,p1_last10_pts_won,p2_last10_pts_won,mc_prob_p1,mc_set_prob_p1,mc_game_prob_p1,kalshi_yes_ask,kalshi_yes_bid,match_outcome
2026-07-01T04:11:10.745061+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,6-7 2-4,0-0,p1,0.6349206349206349,40,63,0.75,30,40,0.5217391304347826,12,23,0.10256410256410256,4,39,0.55,11,20,0.6610169491525424,39,59,0.8974358974358975,35,39,0.45,9,20,0.25,10,40,0.4782608695652174,11,23,4,6,0.0151,0.0414,0.8264,0.08999999999999997,0.08,
2026-07-01T04:11:31.833420+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,6-7 2-4,15-0,p1,0.640625,41,64,0.7560975609756098,31,41,0.5217391304347826,12,23,0.10256410256410256,4,39,0.55,11,20,0.6610169491525424,39,59,0.8974358974358975,35,39,0.45,9,20,0.24390243902439024,10,41,0.4782608695652174,11,23,5,5,0.0188,0.0433,0.9132,0.09999999999999998,0.08,
2026-07-01T04:11:52.557002+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,6-7 2-4,30-0,p1,0.6461538461538462,42,65,0.7619047619047619,32,42,0.5217391304347826,12,23,0.10256410256410256,4,39,0.55,11,20,0.6610169491525424,39,59,0.8974358974358975,35,39,0.45,9,20,0.23809523809523808,10,42,0.4782608695652174,11,23,6,4,0.025,0.0485,0.9665,0.10999999999999999,0.09,
2026-07-01T04:12:13.996040+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,6-7 2-4,40-0,p1,0.6515151515151515,43,66,0.7674418604651163,33,43,0.5217391304347826,12,23,0.10256410256410256,4,39,0.55,11,20,0.6610169491525424,39,59,0.8974358974358975,35,39,0.45,9,20,0.23255813953488372,10,43,0.4782608695652174,11,23,6,4,0.023,0.0555,0.9926,0.12,0.1,
2026-07-01T04:12:35.388952+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,6-7 3-4,0-0,p2,0.6567164179104478,44,67,0.7727272727272727,34,44,0.5217391304347826,12,23,0.10256410256410256,4,39,0.55,11,20,0.6610169491525424,39,59,0.8974358974358975,35,39,0.45,9,20,0.22727272727272727,10,44,0.4782608695652174,11,23,6,4,0.0251,0.0531,0.0684,0.14,0.11,
2026-07-01T04:12:56.074080+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,6-7 3-4,0-0,p2,0.6567164179104478,44,67,0.7727272727272727,34,44,0.5217391304347826,12,23,0.10256410256410256,4,39,0.55,11,20,0.6610169491525424,39,59,0.8974358974358975,35,39,0.45,9,20,0.22727272727272727,10,44,0.4782608695652174,11,23,6,4,0.0235,0.0562,0.0678,0.14,0.13,
2026-07-01T04:13:16.735740+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,6-7 3-4,0-0,p2,0.6567164179104478,44,67,0.7727272727272727,34,44,0.5217391304347826,12,23,0.10256410256410256,4,39,0.55,11,20,0.6610169491525424,39,59,0.8974358974358975,35,39,0.45,9,20,0.22727272727272727,10,44,0.4782608695652174,11,23,6,4,0.0233,0.0492,0.0686,0.14,0.13,
2026-07-01T04:13:37.464688+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,6-7 3-4,0-0,p2,0.6567164179104478,44,67,0.7727272727272727,34,44,0.5217391304347826,12,23,0.10256410256410256,4,39,0.55,11,20,0.6610169491525424,39,59,0.8974358974358975,35,39,0.45,9,20,0.22727272727272727,10,44,0.4782608695652174,11,23,6,4,0.0223,0.0532,0.0674,0.14,0.12,
2026-07-01T04:13:58.128717+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,6-7 3-4,0-15,p2,0.6567164179104478,44,67,0.7727272727272727,34,44,0.5217391304347826,12,23,0.10256410256410256,4,39,0.55,11,20,0.6610169491525424,39,59,0.8974358974358975,35,39,0.45,9,20,0.22727272727272727,10,44,0.4782608695652174,11,23,5,5,0.0191,0.0384,0.0309,0.12,0.1,
2026-07-01T04:14:18.742024+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,6-7 3-4,0-30,p2,0.6567164179104478,44,67,0.7727272727272727,34,44,0.5217391304347826,12,23,0.1,4,40,0.55,11,20,0.6666666666666666,40,60,0.9,36,40,0.45,9,20,0.22727272727272727,10,44,0.4782608695652174,11,23,4,6,0.0134,0.028,0.0105,0.07999999999999996,0.06,
2026-07-01T04:14:39.290364+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,6-7 3-4,0-40,p2,0.6567164179104478,44,67,0.7727272727272727,34,44,0.5217391304347826,12,23,0.09523809523809523,4,42,0.55,11,20,0.6774193548387096,42,62,0.9047619047619048,38,42,0.45,9,20,0.22727272727272727,10,44,0.4782608695652174,11,23,4,6,0.0094,0.021,0.0025,0.06999999999999995,0.06,
2026-07-01T04:15:00.415969+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,6-7 3-5,0-0,p1,0.6567164179104478,44,67,0.7727272727272727,34,44,0.5217391304347826,12,23,0.09302325581395349,4,43,0.55,11,20,0.6825396825396826,43,63,0.9069767441860465,39,43,0.45,9,20,0.22727272727272727,10,44,0.4782608695652174,11,23,4,6,0.0059,0.0195,0.87,0.06000000000000005,0.05,
2026-07-01T04:15:21.625678+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,6-7 3-5,0-0,p1,0.6567164179104478,44,67,0.7727272727272727,34,44,0.5217391304347826,12,23,0.09302325581395349,4,43,0.55,11,20,0.6825396825396826,43,63,0.9069767441860465,39,43,0.45,9,20,0.22727272727272727,10,44,0.4782608695652174,11,23,4,6,0.0095,0.0189,0.8665,0.06000000000000005,0.03,
2026-07-01T04:15:42.180389+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,6-7 3-5,0-0,p1,0.6567164179104478,44,67,0.7727272727272727,34,44,0.5217391304347826,12,23,0.09302325581395349,4,43,0.55,11,20,0.6825396825396826,43,63,0.9069767441860465,39,43,0.45,9,20,0.22727272727272727,10,44,0.4782608695652174,11,23,4,6,0.0086,0.0164,0.8691,0.06999999999999995,0.05,
2026-07-01T04:16:03.259088+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,6-7 3-5,15-0,p1,0.6470588235294118,44,68,0.7727272727272727,34,44,0.5416666666666666,13,24,0.09302325581395349,4,43,0.55,11,20,0.6825396825396826,43,63,0.9069767441860465,39,43,0.45,9,20,0.22727272727272727,10,44,0.4583333333333333,11,24,5,5,0.0093,0.0235,0.9333,0.06999999999999995,0.06,
2026-07-01T04:16:24.490381+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,6-7 3-5,15-0,p1,0.6470588235294118,44,68,0.7727272727272727,34,44,0.5416666666666666,13,24,0.09302325581395349,4,43,0.55,11,20,0.6825396825396826,43,63,0.9069767441860465,39,43,0.45,9,20,0.22727272727272727,10,44,0.4583333333333333,11,24,5,5,0.0087,0.0176,0.9348,0.06999999999999995,0.06,
2026-07-01T04:16:45.638191+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,6-7 3-5,15-15,p1,0.6376811594202898,44,69,0.7727272727272727,34,44,0.52,13,25,0.09302325581395349,4,43,0.55,11,20,0.6825396825396826,43,63,0.9069767441860465,39,43,0.45,9,20,0.22727272727272727,10,44,0.48,12,25,5,5,0.0072,0.0159,0.8341,0.06000000000000005,0.04,
2026-07-01T04:17:06.835848+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,6-7 3-5,30-15,p1,0.6285714285714286,44,70,0.7727272727272727,34,44,0.5384615384615384,14,26,0.09302325581395349,4,43,0.55,11,20,0.6825396825396826,43,63,0.9069767441860465,39,43,0.45,9,20,0.22727272727272727,10,44,0.46153846153846156,12,26,5,5,0.0082,0.0194,0.9244,0.07999999999999996,0.06,
2026-07-01T04:17:28.000845+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,6-7 3-5,30-15,p1,0.6338028169014085,45,71,0.7777777777777778,35,45,0.5384615384615384,14,26,0.09302325581395349,4,43,0.55,11,20,0.6825396825396826,43,63,0.9069767441860465,39,43,0.45,9,20,0.2222222222222222,10,45,0.46153846153846156,12,26,5,5,0.0083,0.0196,0.9259,0.06999999999999995,0.06,
2026-07-01T04:17:49.147848+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,6-7 3-5,40-15,p1,0.6338028169014085,45,71,0.7777777777777778,35,45,0.5384615384615384,14,26,0.09302325581395349,4,43,0.55,11,20,0.6825396825396826,43,63,0.9069767441860465,39,43,0.45,9,20,0.2222222222222222,10,45,0.46153846153846156,12,26,5,5,0.0111,0.0218,0.9794,0.07999999999999996,0.07,
2026-07-01T04:18:10.180960+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,6-7 4-5,0-0,p2,0.625,45,72,0.7777777777777778,35,45,0.5555555555555556,15,27,0.09302325581395349,4,43,0.55,11,20,0.6825396825396826,43,63,0.9069767441860465,39,43,0.45,9,20,0.2222222222222222,10,45,0.4444444444444444,12,27,5,5,0.0091,0.0231,0.0552,0.08999999999999997,0.07,
2026-07-01T04:18:31.231367+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,6-7 4-5,0-0,p2,0.625,45,72,0.7777777777777778,35,45,0.5555555555555556,15,27,0.09302325581395349,4,43,0.55,11,20,0.6825396825396826,43,63,0.9069767441860465,39,43,0.45,9,20,0.2222222222222222,10,45,0.4444444444444444,12,27,5,5,0.0085,0.02,0.0559,0.08999999999999997,0.08,
2026-07-01T04:18:52.281186+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,6-7 4-5,0-0,p2,0.625,45,72,0.7777777777777778,35,45,0.5555555555555556,15,27,0.09302325581395349,4,43,0.55,11,20,0.6825396825396826,43,63,0.9069767441860465,39,43,0.45,9,20,0.2222222222222222,10,45,0.4444444444444444,12,27,5,5,0.0111,0.0226,0.0544,0.07999999999999996,0.07,
2026-07-01T04:19:13.396162+00:00,KXATPCHALLENGERMATCH-26JUN30SURDRA-DRA,Liam Draxl,Dhakshineswar Suresh,6-7 4-5,0-0,p2,0.625,45,72,0.7777777777777778,35,45,0.5555555555555556,15,27,0.09302325581395349,4,43,0.55,11,20,0.6825396825396826,43,63,0.9069767441860465,39,43,0.45,9,20,0.2222222222222222,10,45,0.4444444444444444,12,27,5,5,0.0095,0.0243,0.058,0.06999999999999995,0.05,
