player_id,player_slug,full_name,year,surface,Aces,DoubleFaults,FirstServePercentage,FirstServePointsWonPercentage,SecondServePointsWonPercentage,BreakPointsFaced,BreakPointsSavedPercentage,ServiceGamesPlayed,ServiceGamesWonPercentage,ServicePointsWonPercentage,FirstServeReturnPointsWonPercentage,SecondServeReturnPointsWonPercentage,BreakPointsOpportunities,BreakPointsConvertedPercentage,ReturnGamesPlayed,ReturnGamesWonPercentage,ReturnPointsWonPercentage,TotalPointsWonPercentage
ge33,daniel-elahi-galan,Daniel Elahi Galan,all,Carpet,,,,,,,,,,,,,,,,,,
ge33,daniel-elahi-galan,Daniel Elahi Galan,2026,all,,,,,,,,,,,,,,,,,,
ge33,daniel-elahi-galan,Daniel Elahi Galan,2026,Hard,,,,,,,,,,,,,,,,,,
ge33,daniel-elahi-galan,Daniel Elahi Galan,2026,Clay,,,,,,,,,,,,,,,,,,
ge33,daniel-elahi-galan,Daniel Elahi Galan,2026,Grass,,,,,,,,,,,,,,,,,,
ge33,daniel-elahi-galan,Daniel Elahi Galan,2026,Carpet,,,,,,,,,,,,,,,,,,
ge33,daniel-elahi-galan,Daniel Elahi Galan,2025,all,49,30,61,69,44,82,61,108,70,59,28,43,45,40,110,16,34,47
ge33,daniel-elahi-galan,Daniel Elahi Galan,2025,Hard,19,13,53,70,42,30,63,31,65,56,28,45,18,33,31,19,36,47
ge33,daniel-elahi-galan,Daniel Elahi Galan,2025,Clay,30,17,64,68,45,52,60,77,73,60,28,42,27,44,79,15,34,47
ge33,daniel-elahi-galan,Daniel Elahi Galan,2025,Grass,,,,,,,,,,,,,,,,,,
ge33,daniel-elahi-galan,Daniel Elahi Galan,2025,Carpet,,,,,,,,,,,,,,,,,,
ge33,daniel-elahi-galan,Daniel Elahi Galan,2024,all,133,38,61,66,46,221,61,293,70,58,29,49,161,35,294,19,37,48
ge33,daniel-elahi-galan,Daniel Elahi Galan,2024,Hard,54,16,62,68,43,79,62,95,68,58,29,53,51,43,96,23,39,49
ge33,daniel-elahi-galan,Daniel Elahi Galan,2024,Clay,69,20,61,64,48,133,59,183,70,58,30,49,110,32,182,19,37,48
ge33,daniel-elahi-galan,Daniel Elahi Galan,2024,Grass,10,2,67,76,62,9,78,15,87,72,17,35,0,0,16,0,25,47
ge33,daniel-elahi-galan,Daniel Elahi Galan,2024,Carpet,,,,,,,,,,,,,,,,,,
ge33,daniel-elahi-galan,Daniel Elahi Galan,2023,all,180,58,63,69,47,213,60,337,74,61,28,48,172,35,334,18,36,49
ge33,daniel-elahi-galan,Daniel Elahi Galan,2023,Hard,53,16,63,66,45,63,51,97,68,58,25,48,62,19,94,13,34,46
ge33,daniel-elahi-galan,Daniel Elahi Galan,2023,Clay,83,32,63,69,48,98,58,167,75,62,29,47,74,38,167,17,36,49
ge33,daniel-elahi-galan,Daniel Elahi Galan,2023,Grass,44,10,64,72,47,52,73,73,81,63,29,51,36,56,73,27,37,51
ge33,daniel-elahi-galan,Daniel Elahi Galan,2023,Carpet,,,,,,,,,,,,,,,,,,
j09x,filip-cristian-jianu,Filip Cristian Jianu,all,all,1,0,70,62,47,33,67,39,72,57,34,51,15,80,39,31,40,50
j09x,filip-cristian-jianu,Filip Cristian Jianu,all,Hard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j09x,filip-cristian-jianu,Filip Cristian Jianu,all,Clay,1,0,70,62,47,33,67,39,72,57,34,51,15,80,39,31,40,50
j09x,filip-cristian-jianu,Filip Cristian Jianu,all,Grass,,,,,,,,,,,,,,,,,,
j09x,filip-cristian-jianu,Filip Cristian Jianu,all,Carpet,,,,,,,,,,,,,,,,,,
j09x,filip-cristian-jianu,Filip Cristian Jianu,2026,all,0,0,66,64,41,16,69,16,69,56,31,46,5,80,15,27,36,48
j09x,filip-cristian-jianu,Filip Cristian Jianu,2026,Hard,,,,,,,,,,,,,,,,,,
j09x,filip-cristian-jianu,Filip Cristian Jianu,2026,Clay,0,0,66,64,41,16,69,16,69,56,31,46,5,80,15,27,36,48
j09x,filip-cristian-jianu,Filip Cristian Jianu,2026,Grass,,,,,,,,,,,,,,,,,,
j09x,filip-cristian-jianu,Filip Cristian Jianu,2026,Carpet,,,,,,,,,,,,,,,,,,
j09x,filip-cristian-jianu,Filip Cristian Jianu,2025,all,1,0,72,61,52,17,65,23,74,58,35,52,10,80,24,33,43,51
j09x,filip-cristian-jianu,Filip Cristian Jianu,2025,Hard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j09x,filip-cristian-jianu,Filip Cristian Jianu,2025,Clay,1,0,72,61,52,17,65,23,74,58,35,52,10,80,24,33,43,51
j09x,filip-cristian-jianu,Filip Cristian Jianu,2025,Grass,,,,,,,,,,,,,,,,,,
j09x,filip-cristian-jianu,Filip Cristian Jianu,2025,Carpet,,,,,,,,,,,,,,,,,,
j09x,filip-cristian-jianu,Filip Cristian Jianu,2024,all,,,,,,,,,,,,,,,,,,
j09x,filip-cristian-jianu,Filip Cristian Jianu,2024,Hard,,,,,,,,,,,,,,,,,,
j09x,filip-cristian-jianu,Filip Cristian Jianu,2024,Clay,,,,,,,,,,,,,,,,,,
j09x,filip-cristian-jianu,Filip Cristian Jianu,2024,Grass,,,,,,,,,,,,,,,,,,
j09x,filip-cristian-jianu,Filip Cristian Jianu,2024,Carpet,,,,,,,,,,,,,,,,,,
j09x,filip-cristian-jianu,Filip Cristian Jianu,2023,all,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j09x,filip-cristian-jianu,Filip Cristian Jianu,2023,Hard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j09x,filip-cristian-jianu,Filip Cristian Jianu,2023,Clay,,,,,,,,,,,,,,,,,,
j09x,filip-cristian-jianu,Filip Cristian Jianu,2023,Grass,,,,,,,,,,,,,,,,,,
j09x,filip-cristian-jianu,Filip Cristian Jianu,2023,Carpet,,,,,,,,,,,,,,,,,,
aa27,franco-agamenone,Franco Agamenone,all,all,6,13,65,63,50,46,54,63,67,59,35,55,50,44,64,34,42,50
aa27,franco-agamenone,Franco Agamenone,all,Hard,,,,,,,,,,,,,,,,,,
aa27,franco-agamenone,Franco Agamenone,all,Clay,6,13,65,63,50,46,54,63,67,59,35,55,50,44,64,34,42,50
aa27,franco-agamenone,Franco Agamenone,all,Grass,,,,,,,,,,,,,,,,,,
aa27,franco-agamenone,Franco Agamenone,all,Carpet,,,,,,,,,,,,,,,,,,
aa27,franco-agamenone,Franco Agamenone,2026,all,,,,,,,,,,,,,,,,,,
aa27,franco-agamenone,Franco Agamenone,2026,Hard,,,,,,,,,,,,,,,,,,
aa27,franco-agamenone,Franco Agamenone,2026,Clay,,,,,,,,,,,,,,,,,,
aa27,franco-agamenone,Franco Agamenone,2026,Grass,,,,,,,,,,,,,,,,,,
aa27,franco-agamenone,Franco Agamenone,2026,Carpet,,,,,,,,,,,,,,,,,,
aa27,franco-agamenone,Franco Agamenone,2025,all,,,,,,,,,,,,,,,,,,
aa27,franco-agamenone,Franco Agamenone,2025,Hard,,,,,,,,,,,,,,,,,,
aa27,franco-agamenone,Franco Agamenone,2025,Clay,,,,,,,,,,,,,,,,,,
aa27,franco-agamenone,Franco Agamenone,2025,Grass,,,,,,,,,,,,,,,,,,
aa27,franco-agamenone,Franco Agamenone,2025,Carpet,,,,,,,,,,,,,,,,,,
aa27,franco-agamenone,Franco Agamenone,2024,all,,,,,,,,,,,,,,,,,,
aa27,franco-agamenone,Franco Agamenone,2024,Hard,,,,,,,,,,,,,,,,,,
aa27,franco-agamenone,Franco Agamenone,2024,Clay,,,,,,,,,,,,,,,,,,
aa27,franco-agamenone,Franco Agamenone,2024,Grass,,,,,,,,,,,,,,,,,,
aa27,franco-agamenone,Franco Agamenone,2024,Carpet,,,,,,,,,,,,,,,,,,
aa27,franco-agamenone,Franco Agamenone,2023,all,,,,,,,,,,,,,,,,,,
aa27,franco-agamenone,Franco Agamenone,2023,Hard,,,,,,,,,,,,,,,,,,
aa27,franco-agamenone,Franco Agamenone,2023,Clay,,,,,,,,,,,,,,,,,,
aa27,franco-agamenone,Franco Agamenone,2023,Grass,,,,,,,,,,,,,,,,,,
aa27,franco-agamenone,Franco Agamenone,2023,Carpet,,,,,,,,,,,,,,,,,,
r0bt,franco-roncadelli,Franco Roncadelli,all,all,0,2,69,50,25,16,31,16,31,42,23,25,3,33,14,7,23,34
r0bt,franco-roncadelli,Franco Roncadelli,all,Hard,0,2,69,50,25,16,31,16,31,42,23,25,3,33,14,7,23,34
r0bt,franco-roncadelli,Franco Roncadelli,all,Clay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r0bt,franco-roncadelli,Franco Roncadelli,all,Grass,,,,,,,,,,,,,,,,,,
r0bt,franco-roncadelli,Franco Roncadelli,all,Carpet,,,,,,,,,,,,,,,,,,
r0bt,franco-roncadelli,Franco Roncadelli,2026,all,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r0bt,franco-roncadelli,Franco Roncadelli,2026,Hard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r0bt,franco-roncadelli,Franco Roncadelli,2026,Clay,,,,,,,,,,,,,,,,,,
r0bt,franco-roncadelli,Franco Roncadelli,2026,Grass,,,,,,,,,,,,,,,,,,
r0bt,franco-roncadelli,Franco Roncadelli,2026,Carpet,,,,,,,,,,,,,,,,,,
r0bt,franco-roncadelli,Franco Roncadelli,2025,all,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r0bt,franco-roncadelli,Franco Roncadelli,2025,Hard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r0bt,franco-roncadelli,Franco Roncadelli,2025,Clay,,,,,,,,,,,,,,,,,,
r0bt,franco-roncadelli,Franco Roncadelli,2025,Grass,,,,,,,,,,,,,,,,,,
r0bt,franco-roncadelli,Franco Roncadelli,2025,Carpet,,,,,,,,,,,,,,,,,,
r0bt,franco-roncadelli,Franco Roncadelli,2024,all,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r0bt,franco-roncadelli,Franco Roncadelli,2024,Hard,,,,,,,,,,,,,,,,,,
r0bt,franco-roncadelli,Franco Roncadelli,2024,Clay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r0bt,franco-roncadelli,Franco Roncadelli,2024,Grass,,,,,,,,,,,,,,,,,,
r0bt,franco-roncadelli,Franco Roncadelli,2024,Carpet,,,,,,,,,,,,,,,,,,
r0bt,franco-roncadelli,Franco Roncadelli,2023,all,,,,,,,,,,,,,,,,,,
r0bt,franco-roncadelli,Franco Roncadelli,2023,Hard,,,,,,,,,,,,,,,,,,
r0bt,franco-roncadelli,Franco Roncadelli,2023,Clay,,,,,,,,,,,,,,,,,,
r0bt,franco-roncadelli,Franco Roncadelli,2023,Grass,,,,,,,,,,,,,,,,,,
r0bt,franco-roncadelli,Franco Roncadelli,2023,Carpet,,,,,,,,,,,,,,,,,,
j0a4,paul-jubb,Paul Jubb,all,all,35,44,59,72,48,68,53,131,76,62,30,48,83,33,133,20,37,49
j0a4,paul-jubb,Paul Jubb,all,Hard,,,,,,,,,,,,,,,,,,
j0a4,paul-jubb,Paul Jubb,all,Clay,,,,,,,,,,,,,,,,,,
j0a4,paul-jubb,Paul Jubb,all,Grass,35,44,59,72,48,68,53,131,76,62,30,48,83,33,133,20,37,49
j0a4,paul-jubb,Paul Jubb,all,Carpet,,,,,,,,,,,,,,,,,,
j0a4,paul-jubb,Paul Jubb,2026,all,,,,,,,,,,,,,,,,,,
j0a4,paul-jubb,Paul Jubb,2026,Hard,,,,,,,,,,,,,,,,,,
j0a4,paul-jubb,Paul Jubb,2026,Clay,,,,,,,,,,,,,,,,,,
j0a4,paul-jubb,Paul Jubb,2026,Grass,,,,,,,,,,,,,,,,,,
j0a4,paul-jubb,Paul Jubb,2026,Carpet,,,,,,,,,,,,,,,,,,
j0a4,paul-jubb,Paul Jubb,2025,all,,,,,,,,,,,,,,,,,,
j0a4,paul-jubb,Paul Jubb,2025,Hard,,,,,,,,,,,,,,,,,,
j0a4,paul-jubb,Paul Jubb,2025,Clay,,,,,,,,,,,,,,,,,,
j0a4,paul-jubb,Paul Jubb,2025,Grass,,,,,,,,,,,,,,,,,,
j0a4,paul-jubb,Paul Jubb,2025,Carpet,,,,,,,,,,,,,,,,,,
j0a4,paul-jubb,Paul Jubb,2024,all,23,25,59,75,51,36,72,66,85,65,34,53,51,37,66,29,41,53
j0a4,paul-jubb,Paul Jubb,2024,Hard,,,,,,,,,,,,,,,,,,
j0a4,paul-jubb,Paul Jubb,2024,Clay,,,,,,,,,,,,,,,,,,
j0a4,paul-jubb,Paul Jubb,2024,Grass,23,25,59,75,51,36,72,66,85,65,34,53,51,37,66,29,41,53
j0a4,paul-jubb,Paul Jubb,2024,Carpet,,,,,,,,,,,,,,,,,,
j0a4,paul-jubb,Paul Jubb,2023,all,,,,,,,,,,,,,,,,,,
j0a4,paul-jubb,Paul Jubb,2023,Hard,,,,,,,,,,,,,,,,,,
j0a4,paul-jubb,Paul Jubb,2023,Clay,,,,,,,,,,,,,,,,,,
j0a4,paul-jubb,Paul Jubb,2023,Grass,,,,,,,,,,,,,,,,,,
j0a4,paul-jubb,Paul Jubb,2023,Carpet,,,,,,,,,,,,,,,,,,
n897,sumit-nagal,Sumit Nagal,all,all,59,100,70,61,49,393,58,482,66,57,28,49,296,31,490,19,36,47
n897,sumit-nagal,Sumit Nagal,all,Hard,32,54,68,61,48,205,56,254,65,57,26,48,130,31,258,16,34,46
n897,sumit-nagal,Sumit Nagal,all,Clay,24,42,72,60,50,169,59,210,67,57,30,53,155,32,214,23,38,48
n897,sumit-nagal,Sumit Nagal,all,Grass,3,4,65,66,36,19,63,18,61,55,32,40,11,36,18,22,35,46
n897,sumit-nagal,Sumit Nagal,all,Carpet,,,,,,,,,,,,,,,,,,
n897,sumit-nagal,Sumit Nagal,2026,all,0,1,74,57,46,10,60,8,50,54,25,50,8,0,8,0,35,44
n897,sumit-nagal,Sumit Nagal,2026,Hard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n897,sumit-nagal,Sumit Nagal,2026,Clay,0,1,74,57,46,10,60,8,50,54,25,50,8,0,8,0,35,44
n897,sumit-nagal,Sumit Nagal,2026,Grass,,,,,,,,,,,,,,,,,,
n897,sumit-nagal,Sumit Nagal,2026,Carpet,,,,,,,,,,,,,,,,,,
n897,sumit-nagal,Sumit Nagal,2025,all,1,11,68,60,33,37,51,39,54,51,29,48,23,30,39,18,36,44
n897,sumit-nagal,Sumit Nagal,2025,Hard,0,8,69,58,35,28,54,29,55,51,26,48,17,29,29,17,34,43
n897,sumit-nagal,Sumit Nagal,2025,Clay,1,3,64,65,28,9,44,10,50,51,37,47,6,33,10,20,39,46
n897,sumit-nagal,Sumit Nagal,2025,Grass,,,,,,,,,,,,,,,,,,
n897,sumit-nagal,Sumit Nagal,2025,Carpet,,,,,,,,,,,,,,,,,,
n897,sumit-nagal,Sumit Nagal,2024,all,35,37,69,62,53,193,61,246,69,59,27,49,137,33,248,18,35,47
n897,sumit-nagal,Sumit Nagal,2024,Hard,18,16,67,60,54,84,57,106,66,58,24,47,38,39,106,14,33,46
n897,sumit-nagal,Sumit Nagal,2024,Clay,14,17,70,62,56,90,63,122,73,60,29,52,88,30,124,21,37,48
n897,sumit-nagal,Sumit Nagal,2024,Grass,3,4,65,66,36,19,63,18,61,55,32,40,11,36,18,22,35,46
n897,sumit-nagal,Sumit Nagal,2024,Carpet,,,,,,,,,,,,,,,,,,
n897,sumit-nagal,Sumit Nagal,2023,all,3,2,73,69,58,7,71,15,87,66,19,45,3,33,15,7,28,48
n897,sumit-nagal,Sumit Nagal,2023,Hard,3,2,73,69,58,7,71,15,87,66,19,45,3,33,15,7,28,48
n897,sumit-nagal,Sumit Nagal,2023,Clay,,,,,,,,,,,,,,,,,,
n897,sumit-nagal,Sumit Nagal,2023,Grass,,,,,,,,,,,,,,,,,,
n897,sumit-nagal,Sumit Nagal,2023,Carpet,,,,,,,,,,,,,,,,,,
m0np,andres-martin,Andres Martin,all,all,14,3,63,69,42,27,56,36,67,59,21,38,14,29,34,12,28,44
m0np,andres-martin,Andres Martin,all,Hard,14,3,63,69,42,27,56,36,67,59,21,38,14,29,34,12,28,44
m0np,andres-martin,Andres Martin,all,Clay,,,,,,,,,,,,,,,,,,
m0np,andres-martin,Andres Martin,all,Grass,,,,,,,,,,,,,,,,,,
m0np,andres-martin,Andres Martin,all,Carpet,,,,,,,,,,,,,,,,,,
m0np,andres-martin,Andres Martin,2026,all,,,,,,,,,,,,,,,,,,
m0np,andres-martin,Andres Martin,2026,Hard,,,,,,,,,,,,,,,,,,
m0np,andres-martin,Andres Martin,2026,Clay,,,,,,,,,,,,,,,,,,
m0np,andres-martin,Andres Martin,2026,Grass,,,,,,,,,,,,,,,,,,
m0np,andres-martin,Andres Martin,2026,Carpet,,,,,,,,,,,,,,,,,,
m0np,andres-martin,Andres Martin,2025,all,,,,,,,,,,,,,,,,,,
m0np,andres-martin,Andres Martin,2025,Hard,,,,,,,,,,,,,,,,,,
m0np,andres-martin,Andres Martin,2025,Clay,,,,,,,,,,,,,,,,,,
m0np,andres-martin,Andres Martin,2025,Grass,,,,,,,,,,,,,,,,,,
m0np,andres-martin,Andres Martin,2025,Carpet,,,,,,,,,,,,,,,,,,
m0np,andres-martin,Andres Martin,2024,all,4,1,57,50,13,9,44,7,29,34,14,53,2,0,7,0,28,31
m0np,andres-martin,Andres Martin,2024,Hard,4,1,57,50,13,9,44,7,29,34,14,53,2,0,7,0,28,31
m0np,andres-martin,Andres Martin,2024,Clay,,,,,,,,,,,,,,,,,,
m0np,andres-martin,Andres Martin,2024,Grass,,,,,,,,,,,,,,,,,,
m0np,andres-martin,Andres Martin,2024,Carpet,,,,,,,,,,,,,,,,,,
m0np,andres-martin,Andres Martin,2023,all,3,1,69,64,45,10,70,9,67,58,10,21,3,0,9,0,14,40
m0np,andres-martin,Andres Martin,2023,Hard,3,1,69,64,45,10,70,9,67,58,10,21,3,0,9,0,14,40
m0np,andres-martin,Andres Martin,2023,Clay,,,,,,,,,,,,,,,,,,
m0np,andres-martin,Andres Martin,2023,Grass,,,,,,,,,,,,,,,,,,
m0np,andres-martin,Andres Martin,2023,Carpet,,,,,,,,,,,,,,,,,,
b0jj,robin-bertrand,Robin Bertrand,all,all,,,,,,,,,,,,,,,,,,
b0jj,robin-bertrand,Robin Bertrand,all,Hard,,,,,,,,,,,,,,,,,,
b0jj,robin-bertrand,Robin Bertrand,all,Clay,,,,,,,,,,,,,,,,,,
b0jj,robin-bertrand,Robin Bertrand,all,Grass,,,,,,,,,,,,,,,,,,
b0jj,robin-bertrand,Robin Bertrand,all,Carpet,,,,,,,,,,,,,,,,,,
b0jj,robin-bertrand,Robin Bertrand,2026,all,,,,,,,,,,,,,,,,,,
b0jj,robin-bertrand,Robin Bertrand,2026,Hard,,,,,,,,,,,,,,,,,,
b0jj,robin-bertrand,Robin Bertrand,2026,Clay,,,,,,,,,,,,,,,,,,
b0jj,robin-bertrand,Robin Bertrand,2026,Grass,,,,,,,,,,,,,,,,,,
b0jj,robin-bertrand,Robin Bertrand,2026,Carpet,,,,,,,,,,,,,,,,,,
b0jj,robin-bertrand,Robin Bertrand,2025,all,,,,,,,,,,,,,,,,,,
b0jj,robin-bertrand,Robin Bertrand,2025,Hard,,,,,,,,,,,,,,,,,,
b0jj,robin-bertrand,Robin Bertrand,2025,Clay,,,,,,,,,,,,,,,,,,
b0jj,robin-bertrand,Robin Bertrand,2025,Grass,,,,,,,,,,,,,,,,,,
b0jj,robin-bertrand,Robin Bertrand,2025,Carpet,,,,,,,,,,,,,,,,,,
b0jj,robin-bertrand,Robin Bertrand,2024,all,,,,,,,,,,,,,,,,,,
b0jj,robin-bertrand,Robin Bertrand,2024,Hard,,,,,,,,,,,,,,,,,,
b0jj,robin-bertrand,Robin Bertrand,2024,Clay,,,,,,,,,,,,,,,,,,
b0jj,robin-bertrand,Robin Bertrand,2024,Grass,,,,,,,,,,,,,,,,,,
b0jj,robin-bertrand,Robin Bertrand,2024,Carpet,,,,,,,,,,,,,,,,,,
b0jj,robin-bertrand,Robin Bertrand,2023,all,,,,,,,,,,,,,,,,,,
b0jj,robin-bertrand,Robin Bertrand,2023,Hard,,,,,,,,,,,,,,,,,,
b0jj,robin-bertrand,Robin Bertrand,2023,Clay,,,,,,,,,,,,,,,,,,
b0jj,robin-bertrand,Robin Bertrand,2023,Grass,,,,,,,,,,,,,,,,,,
b0jj,robin-bertrand,Robin Bertrand,2023,Carpet,,,,,,,,,,,,,,,,,,
db63,laslo-djere,Laslo Djere,all,all,1678,1009,61,71,50,2154,62,3790,78,63,28,49,2057,38,3808,21,36,50
db63,laslo-djere,Laslo Djere,all,Hard,752,378,61,70,48,843,61,1362,76,62,25,48,642,38,1375,18,34,48
db63,laslo-djere,Laslo Djere,all,Clay,707,523,61,71,52,1102,62,2035,80,63,31,50,1250,39,2032,24,38,51
db63,laslo-djere,Laslo Djere,all,Grass,219,108,60,74,50,209,64,393,81,64,23,46,165,33,401,13,32,48
db63,laslo-djere,Laslo Djere,all,Carpet,,,,,,,,,,,,,,,,,,
db63,laslo-djere,Laslo Djere,2026,all,16,10,62,66,44,34,68,37,70,57,16,37,5,40,38,5,25,43
db63,laslo-djere,Laslo Djere,2026,Hard,13,7,62,67,43,25,68,28,71,58,17,38,4,50,29,7,27,44
db63,laslo-djere,Laslo Djere,2026,Clay,3,3,61,62,46,9,67,9,67,56,13,33,1,0,9,0,20,40
db63,laslo-djere,Laslo Djere,2026,Grass,,,,,,,,,,,,,,,,,,
db63,laslo-djere,Laslo Djere,2026,Carpet,,,,,,,,,,,,,,,,,,
db63,laslo-djere,Laslo Djere,2025,all,134,74,61,73,53,140,62,310,83,65,28,50,157,41,316,20,36,50
db63,laslo-djere,Laslo Djere,2025,Hard,15,3,67,71,53,11,45,35,83,65,23,47,9,44,35,11,31,48
db63,laslo-djere,Laslo Djere,2025,Clay,86,51,61,73,54,95,64,209,84,66,31,52,122,45,212,26,39,52
db63,laslo-djere,Laslo Djere,2025,Grass,33,20,59,75,49,34,62,66,80,64,21,45,26,19,69,7,29,47
db63,laslo-djere,Laslo Djere,2025,Carpet,,,,,,,,,,,,,,,,,,
db63,laslo-djere,Laslo Djere,2024,all,171,68,63,69,49,215,64,337,77,62,27,52,179,41,337,22,36,49
db63,laslo-djere,Laslo Djere,2024,Hard,113,41,64,70,46,110,67,165,78,62,25,55,91,40,163,22,36,49
db63,laslo-djere,Laslo Djere,2024,Clay,42,19,63,70,51,78,62,137,78,63,30,49,67,43,137,21,36,50
db63,laslo-djere,Laslo Djere,2024,Grass,16,8,59,63,52,27,59,35,69,59,27,48,21,38,37,22,35,47
db63,laslo-djere,Laslo Djere,2024,Carpet,,,,,,,,,,,,,,,,,,
db63,laslo-djere,Laslo Djere,2023,all,335,152,61,72,52,358,65,667,81,64,27,50,356,38,672,20,36,50
db63,laslo-djere,Laslo Djere,2023,Hard,157,54,61,70,50,162,62,262,77,62,26,53,149,41,265,23,37,50
db63,laslo-djere,Laslo Djere,2023,Clay,120,76,60,72,54,151,68,298,84,65,30,48,165,38,298,21,37,51
db63,laslo-djere,Laslo Djere,2023,Grass,58,22,63,78,53,45,69,107,87,69,22,48,42,29,109,11,32,50
db63,laslo-djere,Laslo Djere,2023,Carpet,,,,,,,,,,,,,,,,,,
g0cv,buvaysar-gadamauri,Buvaysar Gadamauri,all,all,,,,,,,,,,,,,,,,,,
g0cv,buvaysar-gadamauri,Buvaysar Gadamauri,all,Hard,,,,,,,,,,,,,,,,,,
g0cv,buvaysar-gadamauri,Buvaysar Gadamauri,all,Clay,,,,,,,,,,,,,,,,,,
g0cv,buvaysar-gadamauri,Buvaysar Gadamauri,all,Grass,,,,,,,,,,,,,,,,,,
g0cv,buvaysar-gadamauri,Buvaysar Gadamauri,all,Carpet,,,,,,,,,,,,,,,,,,
g0cv,buvaysar-gadamauri,Buvaysar Gadamauri,2026,all,,,,,,,,,,,,,,,,,,
g0cv,buvaysar-gadamauri,Buvaysar Gadamauri,2026,Hard,,,,,,,,,,,,,,,,,,
g0cv,buvaysar-gadamauri,Buvaysar Gadamauri,2026,Clay,,,,,,,,,,,,,,,,,,
g0cv,buvaysar-gadamauri,Buvaysar Gadamauri,2026,Grass,,,,,,,,,,,,,,,,,,
g0cv,buvaysar-gadamauri,Buvaysar Gadamauri,2026,Carpet,,,,,,,,,,,,,,,,,,
g0cv,buvaysar-gadamauri,Buvaysar Gadamauri,2025,all,,,,,,,,,,,,,,,,,,
g0cv,buvaysar-gadamauri,Buvaysar Gadamauri,2025,Hard,,,,,,,,,,,,,,,,,,
g0cv,buvaysar-gadamauri,Buvaysar Gadamauri,2025,Clay,,,,,,,,,,,,,,,,,,
g0cv,buvaysar-gadamauri,Buvaysar Gadamauri,2025,Grass,,,,,,,,,,,,,,,,,,
g0cv,buvaysar-gadamauri,Buvaysar Gadamauri,2025,Carpet,,,,,,,,,,,,,,,,,,
g0cv,buvaysar-gadamauri,Buvaysar Gadamauri,2024,all,,,,,,,,,,,,,,,,,,
g0cv,buvaysar-gadamauri,Buvaysar Gadamauri,2024,Hard,,,,,,,,,,,,,,,,,,
g0cv,buvaysar-gadamauri,Buvaysar Gadamauri,2024,Clay,,,,,,,,,,,,,,,,,,
g0cv,buvaysar-gadamauri,Buvaysar Gadamauri,2024,Grass,,,,,,,,,,,,,,,,,,
g0cv,buvaysar-gadamauri,Buvaysar Gadamauri,2024,Carpet,,,,,,,,,,,,,,,,,,
g0cv,buvaysar-gadamauri,Buvaysar Gadamauri,2023,all,,,,,,,,,,,,,,,,,,
g0cv,buvaysar-gadamauri,Buvaysar Gadamauri,2023,Hard,,,,,,,,,,,,,,,,,,
g0cv,buvaysar-gadamauri,Buvaysar Gadamauri,2023,Clay,,,,,,,,,,,,,,,,,,
g0cv,buvaysar-gadamauri,Buvaysar Gadamauri,2023,Grass,,,,,,,,,,,,,,,,,,
g0cv,buvaysar-gadamauri,Buvaysar Gadamauri,2023,Carpet,,,,,,,,,,,,,,,,,,
k926,mikhail-kukushkin,Mikhail Kukushkin,all,all,1173,572,61,66,51,2944,60,4458,74,60,27,51,2422,41,4522,22,37,49
k926,mikhail-kukushkin,Mikhail Kukushkin,all,Hard,832,422,60,67,51,1872,60,2895,74,61,27,52,1567,42,2940,22,37,49
k926,mikhail-kukushkin,Mikhail Kukushkin,all,Clay,178,106,63,63,51,735,59,1039,71,59,29,51,597,41,1054,23,37,48
k926,mikhail-kukushkin,Mikhail Kukushkin,all,Grass,158,43,64,68,52,332,66,514,78,62,28,47,258,36,517,18,35,49
k926,mikhail-kukushkin,Mikhail Kukushkin,all,Carpet,5,1,73,78,35,5,60,10,80,66,5,67,0,0,11,0,29,47
k926,mikhail-kukushkin,Mikhail Kukushkin,2026,all,,,,,,,,,,,,,,,,,,
k926,mikhail-kukushkin,Mikhail Kukushkin,2026,Hard,,,,,,,,,,,,,,,,,,
k926,mikhail-kukushkin,Mikhail Kukushkin,2026,Clay,,,,,,,,,,,,,,,,,,
k926,mikhail-kukushkin,Mikhail Kukushkin,2026,Grass,,,,,,,,,,,,,,,,,,
k926,mikhail-kukushkin,Mikhail Kukushkin,2026,Carpet,,,,,,,,,,,,,,,,,,
k926,mikhail-kukushkin,Mikhail Kukushkin,2025,all,10,3,59,61,55,12,50,22,73,59,21,46,6,50,23,13,32,45
k926,mikhail-kukushkin,Mikhail Kukushkin,2025,Hard,10,3,59,61,55,12,50,22,73,59,21,46,6,50,23,13,32,45
