match_id,match_code,tournament_name,event_year,number_of_sets,match_status,round_short
2220,QS009,Swiss Indoors Basel,2023,3,F,Q1
2256,QS010,Swiss Indoors Basel,2023,3,F,Q1
2218,QS012,Swiss Indoors Basel,2023,2,F,Q1
2222,QS013,Swiss Indoors Basel,2023,2,F,Q1
33,MS001,Tata Open Maharashtra,2023,3,F,F
26,MS003,Tata Open Maharashtra,2023,3,F,SF
30,MS008,Tata Open Maharashtra,2023,3,F,R16
39,MS009,Tata Open Maharashtra,2023,2,F,R16
38,MS010,Tata Open Maharashtra,2023,3,F,R16
36,MS015,Tata Open Maharashtra,2023,2,F,R16
42,MS018,Tata Open Maharashtra,2023,2,F,R32
40,MS019,Tata Open Maharashtra,2023,2,F,R32
37,MS025,Tata Open Maharashtra,2023,2,F,R32
35,MS026,Tata Open Maharashtra,2023,2,F,R32
41,MS028,Tata Open Maharashtra,2023,2,F,R32
44,QS004,Tata Open Maharashtra,2023,2,F,Q2
1204,MS001,Terra Wortmann Open,2023,3,F,F
1206,MS002,Terra Wortmann Open,2023,2,F,SF
1208,MS003,Terra Wortmann Open,2023,2,F,SF
1211,MS004,Terra Wortmann Open,2023,2,F,QF
1207,MS005,Terra Wortmann Open,2023,3,F,QF
1209,MS006,Terra Wortmann Open,2023,2,F,QF
1210,MS007,Terra Wortmann Open,2023,2,F,QF
1212,MS008,Terra Wortmann Open,2023,3,F,R16
1218,MS009,Terra Wortmann Open,2023,2,F,R16
1215,MS010,Terra Wortmann Open,2023,2,F,R16
1220,MS011,Terra Wortmann Open,2023,3,F,R16
1216,MS012,Terra Wortmann Open,2023,3,F,R16
1219,MS013,Terra Wortmann Open,2023,3,F,R16
1217,MS014,Terra Wortmann Open,2023,2,F,R16
1214,MS015,Terra Wortmann Open,2023,2,F,R16
1222,MS016,Terra Wortmann Open,2023,2,F,R32
1221,MS020,Terra Wortmann Open,2023,3,F,R32
1224,MS022,Terra Wortmann Open,2023,2,F,R32
1245,MS025,Terra Wortmann Open,2023,2,F,R32
1226,MS029,Terra Wortmann Open,2023,2,F,R32
1225,MS030,Terra Wortmann Open,2023,2,F,R32
1231,QS009,Terra Wortmann Open,2023,2,F,Q1
1227,QS011,Terra Wortmann Open,2023,2,F,Q1
1229,QS012,Terra Wortmann Open,2023,2,F,Q1
1228,QS014,Terra Wortmann Open,2023,2,F,Q1
1714,MS001,US Open,2023,3,F,F
1716,MS002,US Open,2023,4,F,SF
1715,MS003,US Open,2023,3,F,SF
1723,MS004,US Open,2023,3,F,QF
1720,MS005,US Open,2023,3,F,QF
1718,MS006,US Open,2023,4,F,QF
1722,MS007,US Open,2023,3,F,QF
1721,MS008,US Open,2023,3,F,R16
1747,MS009,US Open,2023,5,F,R16
1724,MS010,US Open,2023,4,F,R16
1727,MS011,US Open,2023,4,F,R16
1729,MS012,US Open,2023,3,F,R16
1728,MS013,US Open,2023,4,F,R16
1752,MS014,US Open,2023,3,F,R16
1726,MS015,US Open,2023,3,F,R16
1731,MS016,US Open,2023,4,F,R32
1737,MS017,US Open,2023,3,F,R32
1732,MS018,US Open,2023,4,F,R32
1759,MS019,US Open,2023,4,F,R32
1733,MS020,US Open,2023,3,F,R32
1735,MS021,US Open,2023,3,F,R32
1738,MS022,US Open,2023,4,F,R32
1730,MS023,US Open,2023,4,F,R32
1740,MS024,US Open,2023,4,F,R32
1758,MS025,US Open,2023,4,F,R32
1736,MS026,US Open,2023,4,F,R32
1739,MS028,US Open,2023,5,F,R32
1760,MS029,US Open,2023,3,F,R32
1734,MS031,US Open,2023,5,F,R32
1741,MS032,US Open,2023,3,F,R64
1754,MS033,US Open,2023,4,F,R64
1785,MS034,US Open,2023,5,F,R64
1755,MS035,US Open,2023,3,F,R64
1773,MS036,US Open,2023,4,F,R64
1762,MS038,US Open,2023,4,F,R64
1742,MS039,US Open,2023,3,F,R64
1743,MS040,US Open,2023,4,F,R64
1779,MS042,US Open,2023,4,F,R64
1750,MS043,US Open,2023,3,F,R64
1756,MS045,US Open,2023,3,F,R64
1766,MS046,US Open,2023,2,F,R64
1748,MS047,US Open,2023,4,F,R64
1744,MS048,US Open,2023,5,F,R64
1764,MS049,US Open,2023,3,F,R64
1757,MS050,US Open,2023,4,F,R64
1746,MS051,US Open,2023,3,F,R64
1751,MS052,US Open,2023,5,F,R64
1753,MS053,US Open,2023,3,F,R64
1745,MS056,US Open,2023,5,F,R64
1765,MS058,US Open,2023,4,F,R64
1749,MS059,US Open,2023,3,F,R64
1763,MS060,US Open,2023,3,F,R64
1761,MS062,US Open,2023,3,F,R64
1803,MS066,US Open,2023,1,F,R128
1789,MS067,US Open,2023,3,F,R128
1788,MS068,US Open,2023,5,F,R128
1794,MS069,US Open,2023,2,F,R128
1780,MS071,US Open,2023,3,F,R128
1775,MS072,US Open,2023,3,F,R128
1782,MS075,US Open,2023,5,F,R128
1792,MS076,US Open,2023,5,F,R128
1805,MS077,US Open,2023,3,F,R128
1767,MS079,US Open,2023,3,F,R128
1807,MS084,US Open,2023,4,F,R128
1829,MS086,US Open,2023,5,F,R128
1776,MS087,US Open,2023,4,F,R128
1774,MS088,US Open,2023,3,F,R128
1796,MS090,US Open,2023,3,F,R128
1781,MS091,US Open,2023,5,F,R128
1790,MS092,US Open,2023,3,F,R128
1800,MS094,US Open,2023,4,F,R128
1771,MS095,US Open,2023,3,F,R128
1769,MS096,US Open,2023,4,F,R128
1798,MS098,US Open,2023,4,F,R128
1791,MS099,US Open,2023,5,F,R128
1787,MS100,US Open,2023,4,F,R128
1801,MS102,US Open,2023,4,F,R128
1772,MS103,US Open,2023,3,F,R128
1777,MS104,US Open,2023,4,F,R128
1802,MS105,US Open,2023,3,F,R128
1786,MS107,US Open,2023,3,F,R128
1770,MS111,US Open,2023,4,F,R128
1804,MS113,US Open,2023,4,F,R128
1795,MS114,US Open,2023,4,F,R128
1784,MS116,US Open,2023,5,F,R128
1806,MS118,US Open,2023,4,F,R128
1778,MS120,US Open,2023,4,F,R128
1797,MS121,US Open,2023,3,F,R128
1783,MS123,US Open,2023,4,F,R128
1793,MS124,US Open,2023,3,F,R128
1799,MS125,US Open,2023,3,F,R128
1768,MS127,US Open,2023,3,F,R128
1816,QS017,US Open,2023,3,F,Q3
1808,QS019,US Open,2023,2,F,Q3
1819,QS020,US Open,2023,2,F,Q3
1809,QS021,US Open,2023,3,F,Q3
1815,QS022,US Open,2023,3,F,Q3
1810,QS023,US Open,2023,2,F,Q3
1818,QS024,US Open,2023,2,F,Q3
1814,QS025,US Open,2023,3,F,Q3
1812,QS026,US Open,2023,3,F,Q3
1811,QS027,US Open,2023,2,F,Q3
1813,QS030,US Open,2023,2,F,Q3
1817,QS031,US Open,2023,3,F,Q3
1830,QS035,US Open,2023,2,F,Q2
1820,QS042,US Open,2023,3,F,Q2
1832,QS044,US Open,2023,2,F,Q2
1828,QS045,US Open,2023,3,F,Q2
1821,QS048,US Open,2023,2,F,Q2
1831,QS049,US Open,2023,3,F,Q2
1822,QS050,US Open,2023,3,F,Q2
1833,QS051,US Open,2023,2,F,Q2
1824,QS053,US Open,2023,2,F,Q2
1823,QS054,US Open,2023,3,F,Q2
1827,QS055,US Open,2023,2,F,Q2
1834,QS060,US Open,2023,2,F,Q2
1826,QS061,US Open,2023,3,F,Q2
1825,QS063,US Open,2023,2,F,Q2
1857,QS065,US Open,2023,2,F,Q1
1835,QS068,US Open,2023,2,F,Q1
1859,QS070,US Open,2023,3,F,Q1
1851,QS071,US Open,2023,3,F,Q1
1852,QS075,US Open,2023,2,F,Q1
1836,QS076,US Open,2023,2,F,Q1
1864,QS082,US Open,2023,3,F,Q1
1858,QS085,US Open,2023,3,F,Q1
1856,QS086,US Open,2023,2,F,Q1
1837,QS088,US Open,2023,2,F,Q1
1861,QS089,US Open,2023,2,F,Q1
1868,QS090,US Open,2023,2,F,Q1
1839,QS092,US Open,2023,3,F,Q1
1848,QS095,US Open,2023,2,F,Q1
1838,QS096,US Open,2023,3,F,Q1
1853,QS099,US Open,2023,3,F,Q1
1840,QS100,US Open,2023,3,F,Q1
1855,QS101,US Open,2023,2,F,Q1
1860,QS102,US Open,2023,2,F,Q1
1847,QS103,US Open,2023,2,F,Q1
1862,QS105,US Open,2023,3,F,Q1
1845,QS107,US Open,2023,2,F,Q1
1841,QS108,US Open,2023,2,F,Q1
1854,QS110,US Open,2023,2,F,Q1
1849,QS111,US Open,2023,2,F,Q1
1843,QS116,US Open,2023,3,F,Q1
1844,QS120,US Open,2023,2,F,Q1
1884,QS122,US Open,2023,2,F,Q1
1846,QS123,US Open,2023,3,F,Q1
1842,QS124,US Open,2023,2,F,Q1
1863,QS126,US Open,2023,3,F,Q1
1850,QS127,US Open,2023,3,F,Q1
1657,MS001,Western & Southern Open,2023,3,F,F
1656,MS002,Western & Southern Open,2023,3,F,SF
1658,MS003,Western & Southern Open,2023,2,F,SF
1659,MS005,Western & Southern Open,2023,2,F,QF
1660,MS006,Western & Southern Open,2023,2,F,QF
1666,MS007,Western & Southern Open,2023,2,F,QF
1662,MS008,Western & Southern Open,2023,3,F,R16
1664,MS010,Western & Southern Open,2023,2,F,R16
1667,MS012,Western & Southern Open,2023,2,F,R16
1663,MS013,Western & Southern Open,2023,3,F,R16
1665,MS014,Western & Southern Open,2023,1,F,R16
1661,MS015,Western & Southern Open,2023,2,F,R16
1686,MS016,Western & Southern Open,2023,3,F,R32
1676,MS017,Western & Southern Open,2023,2,F,R32
1675,MS018,Western & Southern Open,2023,2,F,R32
1690,MS020,Western & Southern Open,2023,2,F,R32
1672,MS024,Western & Southern Open,2023,2,F,R32
1674,MS025,Western & Southern Open,2023,2,F,R32
1694,MS026,Western & Southern Open,2023,2,F,R32
1670,MS027,Western & Southern Open,2023,2,F,R32
1673,MS028,Western & Southern Open,2023,2,F,R32
1691,MS029,Western & Southern Open,2023,2,F,R32
1677,MS030,Western & Southern Open,2023,2,F,R32
1671,MS031,Western & Southern Open,2023,1,F,R32
1703,MS034,Western & Southern Open,2023,3,F,R64
1682,MS035,Western & Southern Open,2023,2,F,R64
1678,MS036,Western & Southern Open,2023,3,F,R64
1693,MS037,Western & Southern Open,2023,3,F,R64
1708,MS044,Western & Southern Open,2023,3,F,R64
1685,MS045,Western & Southern Open,2023,3,F,R64
1689,MS049,Western & Southern Open,2023,2,F,R64
1679,MS051,Western & Southern Open,2023,3,F,R64
1683,MS052,Western & Southern Open,2023,2,F,R64
1688,MS054,Western & Southern Open,2023,2,F,R64
1687,MS057,Western & Southern Open,2023,2,F,R64
1692,MS058,Western & Southern Open,2023,3,F,R64
1680,MS059,Western & Southern Open,2023,2,F,R64
1681,MS060,Western & Southern Open,2023,3,F,R64
1684,MS062,Western & Southern Open,2023,2,F,R64
1695,QS009,Western & Southern Open,2023,2,F,Q2
1696,QS010,Western & Southern Open,2023,2,F,Q2
1697,QS011,Western & Southern Open,2023,2,F,Q2
1698,QS014,Western & Southern Open,2023,2,F,Q2
1704,QS017,Western & Southern Open,2023,3,F,Q1
1699,QS018,Western & Southern Open,2023,2,F,Q1
1719,QS020,Western & Southern Open,2023,3,F,Q1
1702,QS021,Western & Southern Open,2023,3,F,Q1
1700,QS022,Western & Southern Open,2023,3,F,Q1
1701,QS026,Western & Southern Open,2023,2,F,Q1
1707,QS028,Western & Southern Open,2023,2,F,Q1
1725,QS029,Western & Southern Open,2023,2,F,Q1
1288,MS001,Wimbledon,2023,5,F,F
1290,MS002,Wimbledon,2023,3,F,SF
1289,MS003,Wimbledon,2023,3,F,SF
1291,MS004,Wimbledon,2023,3,F,QF
1294,MS006,Wimbledon,2023,4,F,QF
1292,MS007,Wimbledon,2023,4,F,QF
1315,MS008,Wimbledon,2023,4,F,R16
1296,MS009,Wimbledon,2023,4,F,R16
1313,MS010,Wimbledon,2023,2,F,R16
1298,MS012,Wimbledon,2023,3,F,R16
1299,MS013,Wimbledon,2023,4,F,R16
1295,MS014,Wimbledon,2023,5,F,R16
1293,MS015,Wimbledon,2023,4,F,R16
1297,MS016,Wimbledon,2023,4,F,R32
1306,MS017,Wimbledon,2023,3,F,R32
1307,MS018,Wimbledon,2023,3,F,R32
1303,MS019,Wimbledon,2023,5,F,R32
1302,MS020,Wimbledon,2023,4,F,R32
1309,MS021,Wimbledon,2023,5,F,R32
1301,MS023,Wimbledon,2023,3,F,R32
1308,MS024,Wimbledon,2023,4,F,R32
1310,MS027,Wimbledon,2023,4,F,R32
1305,MS028,Wimbledon,2023,4,F,R32
1304,MS030,Wimbledon,2023,3,F,R32
1300,MS031,Wimbledon,2023,3,F,R32
1312,MS032,Wimbledon,2023,3,F,R64
1324,MS033,Wimbledon,2023,4,F,R64
1323,MS034,Wimbledon,2023,4,F,R64
1320,MS035,Wimbledon,2023,3,F,R64
1318,MS036,Wimbledon,2023,3,F,R64
1327,MS038,Wimbledon,2023,4,F,R64
1316,MS039,Wimbledon,2023,3,F,R64
1314,MS040,Wimbledon,2023,3,F,R64
1329,MS041,Wimbledon,2023,4,F,R64
1322,MS042,Wimbledon,2023,3,F,R64
1326,MS046,Wimbledon,2023,4,F,R64
1330,MS049,Wimbledon,2023,3,F,R64
1354,MS053,Wimbledon,2023,3,F,R64
1317,MS055,Wimbledon,2023,5,F,R64
1328,MS057,Wimbledon,2023,4,F,R64
1319,MS060,Wimbledon,2023,3,F,R64
1321,MS061,Wimbledon,2023,3,F,R64
1325,MS062,Wimbledon,2023,4,F,R64
1334,MS063,Wimbledon,2023,3,F,R64
1362,MS065,Wimbledon,2023,4,F,R128
1358,MS066,Wimbledon,2023,5,F,R128
1366,MS067,Wimbledon,2023,4,F,R128
1371,MS069,Wimbledon,2023,5,F,R128
1351,MS070,Wimbledon,2023,4,F,R128
1365,MS071,Wimbledon,2023,4,F,R128
1335,MS072,Wimbledon,2023,3,F,R128
1370,MS073,Wimbledon,2023,5,F,R128
1343,MS075,Wimbledon,2023,3,F,R128
1349,MS076,Wimbledon,2023,3,F,R128
1367,MS077,Wimbledon,2023,5,F,R128
1352,MS078,Wimbledon,2023,4,F,R128
1333,MS079,Wimbledon,2023,3,F,R128
1331,MS080,Wimbledon,2023,3,F,R128
1360,MS081,Wimbledon,2023,3,F,R128
1355,MS082,Wimbledon,2023,3,F,R128
1347,MS083,Wimbledon,2023,3,F,R128
1341,MS084,Wimbledon,2023,4,F,R128
1357,MS085,Wimbledon,2023,3,F,R128
1340,MS087,Wimbledon,2023,3,F,R128
1338,MS088,Wimbledon,2023,4,F,R128
1363,MS090,Wimbledon,2023,4,F,R128
1348,MS092,Wimbledon,2023,5,F,R128
1359,MS096,Wimbledon,2023,3,F,R128
1369,MS098,Wimbledon,2023,4,F,R128
1345,MS099,Wimbledon,2023,4,F,R128
1344,MS100,Wimbledon,2023,3,F,R128
1336,MS103,Wimbledon,2023,5,F,R128
1361,MS105,Wimbledon,2023,3,F,R128
1342,MS107,Wimbledon,2023,5,F,R128
1346,MS108,Wimbledon,2023,4,F,R128
1332,MS111,Wimbledon,2023,4,F,R128
1350,MS114,Wimbledon,2023,4,F,R128
1356,MS115,Wimbledon,2023,4,F,R128
1364,MS116,Wimbledon,2023,4,F,R128
1339,MS119,Wimbledon,2023,4,F,R128
1337,MS120,Wimbledon,2023,3,F,R128
1353,MS122,Wimbledon,2023,4,F,R128
1368,MS126,Wimbledon,2023,5,F,R128
1373,QS016,Wimbledon,2023,3,F,Q3
1372,QS019,Wimbledon,2023,5,F,Q3
1388,QS022,Wimbledon,2023,3,F,Q3
1377,QS024,Wimbledon,2023,5,F,Q3
1374,QS025,Wimbledon,2023,4,F,Q3
1375,QS028,Wimbledon,2023,5,F,Q3
1378,QS030,Wimbledon,2023,3,F,Q3
1376,QS031,Wimbledon,2023,3,F,Q3
1395,QS035,Wimbledon,2023,3,F,Q2
1379,QS036,Wimbledon,2023,2,F,Q2
1381,QS038,Wimbledon,2023,2,F,Q2
1391,QS039,Wimbledon,2023,2,F,Q2
1396,QS040,Wimbledon,2023,3,F,Q2
1380,QS042,Wimbledon,2023,3,F,Q2
1382,QS044,Wimbledon,2023,2,F,Q2
1389,QS045,Wimbledon,2023,2,F,Q2
1383,QS048,Wimbledon,2023,2,F,Q2
1403,QS049,Wimbledon,2023,2,F,Q2
1384,QS050,Wimbledon,2023,2,F,Q2
1390,QS051,Wimbledon,2023,2,F,Q2
1387,QS053,Wimbledon,2023,2,F,Q2
1394,QS054,Wimbledon,2023,3,F,Q2
1392,QS057,Wimbledon,2023,2,F,Q2
1400,QS058,Wimbledon,2023,2,F,Q2
1386,QS061,Wimbledon,2023,3,F,Q2
1385,QS062,Wimbledon,2023,2,F,Q2
1412,QS063,Wimbledon,2023,3,F,Q2
1393,QS064,Wimbledon,2023,3,F,Q1
1417,QS066,Wimbledon,2023,2,F,Q1
1425,QS070,Wimbledon,2023,3,F,Q1
1407,QS075,Wimbledon,2023,2,F,Q1
1397,QS076,Wimbledon,2023,2,F,Q1
1413,QS078,Wimbledon,2023,2,F,Q1
1410,QS079,Wimbledon,2023,3,F,Q1
1421,QS081,Wimbledon,2023,3,F,Q1
1398,QS084,Wimbledon,2023,2,F,Q1
1424,QS085,Wimbledon,2023,3,F,Q1
1408,QS087,Wimbledon,2023,2,F,Q1
1422,QS089,Wimbledon,2023,2,F,Q1
1419,QS090,Wimbledon,2023,2,F,Q1
1399,QS096,Wimbledon,2023,2,F,Q1
1420,QS098,Wimbledon,2023,3,F,Q1
1406,QS099,Wimbledon,2023,2,F,Q1
1416,QS101,Wimbledon,2023,2,F,Q1
1414,QS102,Wimbledon,2023,3,F,Q1
1411,QS103,Wimbledon,2023,2,F,Q1
1423,QS106,Wimbledon,2023,2,F,Q1
1402,QS108,Wimbledon,2023,3,F,Q1
1427,QS110,Wimbledon,2023,3,F,Q1
1404,QS116,Wimbledon,2023,2,F,Q1
1415,QS117,Wimbledon,2023,2,F,Q1
1401,QS120,Wimbledon,2023,2,F,Q1
1409,QS123,Wimbledon,2023,2,F,Q1
1418,QS126,Wimbledon,2023,2,F,Q1
1405,QS127,Wimbledon,2023,2,F,Q1
1710,MS037,Winston-Salem Open,2023,3,F,R64
1712,MS042,Winston-Salem Open,2023,3,F,R64
1711,MS046,Winston-Salem Open,2023,2,F,R64
1709,MS050,Winston-Salem Open,2023,3,F,R64
1706,MS054,Winston-Salem Open,2023,2,F,R64
1713,QS006,Winston-Salem Open,2023,2,F,Q2
1717,QS013,Winston-Salem Open,2023,3,F,Q1
2705,MS001,ABN AMRO Open,2024,2,F,F
2703,MS002,ABN AMRO Open,2024,2,F,SF
2704,MS003,ABN AMRO Open,2024,2,F,SF
2709,MS006,ABN AMRO Open,2024,3,F,QF
2707,MS007,ABN AMRO Open,2024,3,F,QF
2714,MS008,ABN AMRO Open,2024,3,F,R16
2713,MS010,ABN AMRO Open,2024,3,F,R16
2716,MS012,ABN AMRO Open,2024,2,F,R16
2737,MS013,ABN AMRO Open,2024,3,F,R16
2712,MS014,ABN AMRO Open,2024,2,F,R16
2711,MS015,ABN AMRO Open,2024,3,F,R16
2715,MS016,ABN AMRO Open,2024,2,F,R32
2726,MS017,ABN AMRO Open,2024,2,F,R32
2720,MS020,ABN AMRO Open,2024,3,F,R32
2724,MS021,ABN AMRO Open,2024,3,F,R32
2729,MS022,ABN AMRO Open,2024,3,F,R32
2721,MS024,ABN AMRO Open,2024,2,F,R32
2722,MS025,ABN AMRO Open,2024,2,F,R32
2725,MS026,ABN AMRO Open,2024,3,F,R32
2718,MS027,ABN AMRO Open,2024,3,F,R32
2719,MS028,ABN AMRO Open,2024,2,F,R32
2723,MS029,ABN AMRO Open,2024,3,F,R32
2717,MS031,ABN AMRO Open,2024,2,F,R32
2727,QS006,ABN AMRO Open,2024,2,F,Q2
2728,QS007,ABN AMRO Open,2024,2,F,Q2
2732,QS010,ABN AMRO Open,2024,2,F,Q1
2730,QS014,ABN AMRO Open,2024,2,F,Q1
2731,QS015,ABN AMRO Open,2024,2,F,Q1
2437,MS001,ASB Classic,2024,2,F,F
2435,MS002,ASB Classic,2024,2,F,SF
2434,MS003,ASB Classic,2024,2,F,SF
2440,MS004,ASB Classic,2024,2,F,QF
2443,MS005,ASB Classic,2024,3,F,QF
2441,MS006,ASB Classic,2024,2,F,QF
2442,MS008,ASB Classic,2024,2,F,R16
2446,MS009,ASB Classic,2024,2,F,R16
2444,MS010,ASB Classic,2024,2,F,R16
2447,MS012,ASB Classic,2024,2,F,R16
2445,MS013,ASB Classic,2024,2,F,R16
2450,MS014,ASB Classic,2024,2,F,R16
2439,MS015,ASB Classic,2024,3,F,R16
2455,MS017,ASB Classic,2024,3,F,R32
2485,MS018,ASB Classic,2024,2,F,R32
2448,MS019,ASB Classic,2024,2,F,R32
2453,MS021,ASB Classic,2024,2,F,R32
2449,MS022,ASB Classic,2024,2,F,R32
2454,MS025,ASB Classic,2024,3,F,R32
2451,MS026,ASB Classic,2024,2,F,R32
2456,MS029,ASB Classic,2024,3,F,R32
2452,QS005,ASB Classic,2024,2,F,Q2
2457,QS007,ASB Classic,2024,3,F,Q2
2458,QS010,ASB Classic,2024,2,F,Q1
2898,MS001,Abierto Mexicano Telcel presentado por HSBC,2024,2,F,F
2901,MS002,Abierto Mexicano Telcel presentado por HSBC,2024,3,F,SF
2900,MS003,Abierto Mexicano Telcel presentado por HSBC,2024,3,F,SF
2930,MS004,Abierto Mexicano Telcel presentado por HSBC,2024,2,F,QF
2904,MS005,Abierto Mexicano Telcel presentado por HSBC,2024,3,F,QF
2902,MS006,Abierto Mexicano Telcel presentado por HSBC,2024,3,F,QF
2938,MS008,Abierto Mexicano Telcel presentado por HSBC,2024,2,F,R16
2908,MS009,Abierto Mexicano Telcel presentado por HSBC,2024,2,F,R16
2903,MS010,Abierto Mexicano Telcel presentado por HSBC,2024,2,F,R16
2905,MS011,Abierto Mexicano Telcel presentado por HSBC,2024,2,F,R16
2907,MS012,Abierto Mexicano Telcel presentado por HSBC,2024,2,F,R16
2910,MS013,Abierto Mexicano Telcel presentado por HSBC,2024,3,F,R16
2906,MS015,Abierto Mexicano Telcel presentado por HSBC,2024,2,F,R16
2911,MS016,Abierto Mexicano Telcel presentado por HSBC,2024,3,F,R32
2919,MS018,Abierto Mexicano Telcel presentado por HSBC,2024,3,F,R32
2913,MS019,Abierto Mexicano Telcel presentado por HSBC,2024,2,F,R32
2916,MS020,Abierto Mexicano Telcel presentado por HSBC,2024,2,F,R32
2915,MS022,Abierto Mexicano Telcel presentado por HSBC,2024,3,F,R32
2914,MS023,Abierto Mexicano Telcel presentado por HSBC,2024,2,F,R32
2918,MS025,Abierto Mexicano Telcel presentado por HSBC,2024,2,F,R32
2921,MS026,Abierto Mexicano Telcel presentado por HSBC,2024,3,F,R32
2912,MS027,Abierto Mexicano Telcel presentado por HSBC,2024,3,F,R32
2917,MS030,Abierto Mexicano Telcel presentado por HSBC,2024,3,F,R32
2920,MS031,Abierto Mexicano Telcel presentado por HSBC,2024,2,F,R32
2924,QS005,Abierto Mexicano Telcel presentado por HSBC,2024,3,F,Q2
2922,QS006,Abierto Mexicano Telcel presentado por HSBC,2024,3,F,Q2
2923,QS007,Abierto Mexicano Telcel presentado por HSBC,2024,3,F,Q2
2928,QS008,Abierto Mexicano Telcel presentado por HSBC,2024,3,F,Q1
2926,QS010,Abierto Mexicano Telcel presentado por HSBC,2024,2,F,Q1
2925,QS011,Abierto Mexicano Telcel presentado por HSBC,2024,2,F,Q1
2927,QS012,Abierto Mexicano Telcel presentado por HSBC,2024,3,F,Q1
2929,QS013,Abierto Mexicano Telcel presentado por HSBC,2024,3,F,Q1
2408,MS001,Adelaide International,2024,3,F,F
2407,MS002,Adelaide International,2024,2,F,SF
2401,MS003,Adelaide International,2024,2,F,SF
2404,MS004,Adelaide International,2024,2,F,QF
2409,MS005,Adelaide International,2024,3,F,QF
2413,MS006,Adelaide International,2024,2,F,QF
2410,MS007,Adelaide International,2024,2,F,QF
2405,MS008,Adelaide International,2024,2,F,R16
2416,MS009,Adelaide International,2024,3,F,R16
2411,MS010,Adelaide International,2024,2,F,R16
2417,MS011,Adelaide International,2024,3,F,R16
2419,MS012,Adelaide International,2024,2,F,R16
2414,MS013,Adelaide International,2024,2,F,R16
2415,MS014,Adelaide International,2024,3,F,R16
2406,MS015,Adelaide International,2024,3,F,R16
2427,MS017,Adelaide International,2024,2,F,R32
2422,MS018,Adelaide International,2024,2,F,R32
2421,MS019,Adelaide International,2024,2,F,R32
2428,MS021,Adelaide International,2024,2,F,R32
2420,MS022,Adelaide International,2024,2,F,R32
2424,MS023,Adelaide International,2024,2,F,R32
2423,MS024,Adelaide International,2024,3,F,R32
2426,MS025,Adelaide International,2024,2,F,R32
2430,MS026,Adelaide International,2024,3,F,R32
2425,MS028,Adelaide International,2024,2,F,R32
2431,QS004,Adelaide International,2024,2,F,Q2
2432,QS006,Adelaide International,2024,2,F,Q2
2429,QS007,Adelaide International,2024,3,F,Q2
2433,QS012,Adelaide International,2024,2,F,Q1
2438,QS013,Adelaide International,2024,3,F,Q1
2436,QS015,Adelaide International,2024,3,F,Q1
4979,MS001,Almaty Open,2024,3,F,F
4977,MS002,Almaty Open,2024,3,F,SF
4978,MS003,Almaty Open,2024,2,F,SF
4983,MS004,Almaty Open,2024,2,F,QF
4980,MS005,Almaty Open,2024,2,F,QF
5003,MS006,Almaty Open,2024,2,F,QF
4981,MS007,Almaty Open,2024,3,F,QF
4987,MS008,Almaty Open,2024,3,F,R16
4986,MS009,Almaty Open,2024,2,F,R16
4984,MS010,Almaty Open,2024,2,F,R16
4985,MS011,Almaty Open,2024,1,F,R16
4988,MS013,Almaty Open,2024,2,F,R16
4994,MS017,Almaty Open,2024,2,F,R32
4997,MS018,Almaty Open,2024,2,F,R32
4990,MS019,Almaty Open,2024,3,F,R32
4995,MS022,Almaty Open,2024,2,F,R32
4989,MS023,Almaty Open,2024,2,F,R32
4993,MS025,Almaty Open,2024,2,F,R32
4991,MS026,Almaty Open,2024,2,F,R32
4992,MS029,Almaty Open,2024,2,F,R32
4996,QS004,Almaty Open,2024,3,F,Q2
4999,QS006,Almaty Open,2024,2,F,Q2
5000,QS013,Almaty Open,2024,2,F,Q1
4998,QS015,Almaty Open,2024,2,F,Q1
4287,MS001,Atlanta Open,2024,3,F,F
4272,MS002,Atlanta Open,2024,3,F,SF
4273,MS003,Atlanta Open,2024,3,F,SF
4274,MS005,Atlanta Open,2024,3,F,QF
4291,MS006,Atlanta Open,2024,2,F,QF
4275,MS007,Atlanta Open,2024,3,F,QF
4277,MS008,Atlanta Open,2024,2,F,R16
4288,MS010,Atlanta Open,2024,2,F,R16
4276,MS011,Atlanta Open,2024,2,F,R16
4278,MS012,Atlanta Open,2024,2,F,R16
4290,MS014,Atlanta Open,2024,2,F,R16
4285,MS015,Atlanta Open,2024,3,F,R16
4284,MS017,Atlanta Open,2024,2,F,R32
4282,MS018,Atlanta Open,2024,3,F,R32
4293,MS022,Atlanta Open,2024,2,F,R32
4279,MS023,Atlanta Open,2024,2,F,R32
4281,MS024,Atlanta Open,2024,2,F,R32
4283,MS025,Atlanta Open,2024,2,F,R32
4280,MS028,Atlanta Open,2024,2,F,R32
4295,MS030,Atlanta Open,2024,3,F,R32
4286,QS005,Atlanta Open,2024,3,F,Q2
4294,QS007,Atlanta Open,2024,3,F,Q2
4299,QS008,Atlanta Open,2024,3,F,Q1
4289,QS010,Atlanta Open,2024,2,F,Q1
4300,QS011,Atlanta Open,2024,2,F,Q1
4298,QS012,Atlanta Open,2024,2,F,Q1
4296,QS015,Atlanta Open,2024,3,F,Q1
2460,MS001,Australian Open,2024,5,F,F
2464,MS002,Australian Open,2024,4,F,SF
2459,MS003,Australian Open,2024,5,F,SF
2462,MS004,Australian Open,2024,4,F,QF
