match_id,p1_won_set1,p1_prob,outcome,brier
8861,True,0.9766,1,0.0005475599999999989
8863,True,0.9418,1,0.0033872400000000036
8866,False,0.2644,1,0.54110736
8869,False,0.3026,0,0.09156675999999998
8873,True,0.9654,1,0.0011971599999999975
8876,False,0.0016,0,2.56e-06
8880,True,0.7672,1,0.05419584
8881,True,0.831,1,0.028561000000000013
8884,True,0.9998,1,3.9999999999991186e-08
8888,True,0.9532,1,0.0021902399999999956
8892,False,0.1528,0,0.023347839999999998
8893,False,0.1776,1,0.67634176
8894,False,0.0676,0,0.004569759999999999
8895,True,1.0,0,1.0
8897,True,1.0,1,0.0
8898,False,0.0544,0,0.00295936
8902,True,0.9938,1,3.8439999999999795e-05
8903,False,0.0008,0,6.4e-07
8904,False,0.2454,0,0.06022116
8905,True,0.9858,1,0.00020163999999999973
8909,True,0.9998,1,3.9999999999991186e-08
8912,True,0.9804,1,0.0003841599999999981
8914,True,0.9982,1,3.240000000000086e-06
8916,False,0.0138,0,0.00019044
8917,False,0.1112,1,0.78996544
8918,True,0.8228,1,0.031399840000000005
8919,False,0.055,0,0.003025
8920,False,0.001,0,1e-06
8921,False,0.0368,0,0.00135424
8926,False,0.0972,1,0.8150478400000001
8927,False,0.2698,0,0.07279203999999999
8931,True,0.9624,1,0.0014137599999999974
8932,True,0.5522,1,0.20052483999999998
8936,False,0.1342,0,0.018009640000000004
8938,True,0.957,1,0.0018490000000000032
8939,True,0.9974,1,6.760000000000243e-06
8943,False,0.0086,0,7.396e-05
8946,False,0.0036,1,0.9928129599999999
8947,False,0.0516,0,0.00266256
8948,True,1.0,1,0.0
8950,False,0.0158,1,0.96864964
8951,True,0.996,1,1.600000000000003e-05
8953,False,0.0514,0,0.00264196
8957,False,0.0202,0,0.00040804
8961,False,0.033,0,0.0010890000000000001
8962,True,0.9212,0,0.84860944
8963,False,0.0344,0,0.00118336
8965,True,0.8362,1,0.026830439999999983
8967,False,0.2462,0,0.06061444
8968,False,0.0,0,0.0
8970,True,0.8684,1,0.017318560000000014
8971,False,0.1792,0,0.03211264
8972,False,0.007,0,4.9000000000000005e-05
8973,True,0.697,1,0.09180900000000003
8974,False,0.0296,0,0.0008761600000000001
8975,True,0.9926,1,5.475999999999944e-05
8976,True,0.8904,0,0.79281216
8977,False,0.0206,0,0.00042436000000000004
8979,False,0.0006,0,3.5999999999999994e-07
8982,False,0.009,0,8.099999999999999e-05
8983,False,0.0214,0,0.00045795999999999993
8984,False,0.1474,0,0.02172676
8985,True,0.9992,0,0.99840064
8986,True,0.772,1,0.05198399999999999
8987,True,0.7664,1,0.054568960000000014
8988,False,0.0318,0,0.00101124
8989,False,0.0,0,0.0
8990,False,0.0496,0,0.00246016
8992,True,0.9912,1,7.744000000000053e-05
8993,False,0.0146,0,0.00021316
8995,False,0.2874,1,0.50779876
9005,False,0.0004,0,1.6e-07
9006,False,0.0416,0,0.00173056
9007,True,0.957,1,0.0018490000000000032
9009,True,0.99,1,0.00010000000000000018
9010,False,0.004,0,1.6e-05
9024,False,0.1322,0,0.017476840000000004
9052,True,0.979,0,0.958441
9064,True,0.9612,0,0.9239054400000001
9065,False,0.005,0,2.5e-05
9249,True,0.9714,1,0.0008179599999999977
9253,False,0.0146,1,0.9710131600000002
9257,False,0.2372,0,0.056263839999999996
9265,True,0.9746,0,0.9498451600000001
9266,False,0.0984,0,0.00968256
9270,False,0.1036,0,0.01073296
9271,False,0.2302,0,0.05299204
9276,False,0.1172,0,0.01373584
9277,True,0.959,1,0.001681000000000003
9280,False,0.3288,0,0.10810943999999999
9300,True,0.9286,0,0.8622979599999999
9308,True,0.9492,1,0.0025806399999999956
9309,False,0.0518,0,0.00268324
9310,False,0.0994,0,0.009880360000000001
9314,False,0.0546,1,0.8937811600000001
9324,False,0.1124,0,0.01263376
9325,True,0.995,1,2.5000000000000045e-05
9330,True,0.9698,1,0.0009120400000000002
9331,True,0.8716,1,0.01648655999999999
9332,True,1.0,1,0.0
9336,True,0.9674,0,0.9358627600000001
9339,False,0.0016,0,2.56e-06
9340,True,0.9514,1,0.0023619599999999976
9343,True,1.0,1,0.0
9344,False,0.0004,0,1.6e-07
9348,False,0.1334,0,0.01779556
9351,True,0.9936,1,4.0959999999999506e-05
9352,False,0.4226,0,0.17859076
9354,True,0.9258,1,0.005505640000000006
9357,True,0.9812,1,0.00035344000000000147
9358,False,0.0576,0,0.00331776
9362,True,0.8234,1,0.031187559999999993
9363,False,0.242,0,0.058564
9364,True,0.9184,1,0.006658560000000001
9365,True,0.4996,1,0.25040016
9366,False,0.0142,1,0.97180164
9367,True,0.968,1,0.001024000000000002
9368,True,0.9796,1,0.0004161599999999989
9369,False,0.0156,0,0.00024335999999999997
9370,False,0.1526,0,0.023286760000000004
9371,False,0.1972,0,0.03888783999999999
9372,False,0.524,0,0.27457600000000004
9373,False,0.0054,0,2.9160000000000002e-05
9375,False,0.119,0,0.014160999999999998
9376,False,0.0002,0,4e-08
9378,False,0.3246,0,0.10536516
9380,False,0.0164,0,0.00026896000000000005
9381,False,0.0422,1,0.91738084
9382,True,0.3864,1,0.3765049599999999
9383,True,0.9454,1,0.002981159999999998
9385,False,0.0062,0,3.844e-05
9386,True,0.838,1,0.02624400000000001
