tourney_year_id,tourney_name,tourney_type,year,match_header,match_link,p1_name,p1_id,p1_rank,p2_name,p2_id,p2_rank,winner_name,winner_id,p1_score,p2_score
2023-301,Auckland,ATP 250,2023,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2023/301/qs014,Jiri Lehecka,l0bv,4,Jan Choinski,ch12,,Jiri Lehecka,l0bv,5;6;6,7;0;2
2023-301,Auckland,ATP 250,2023,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2023/301/qs013,Joao Sousa,sh90,5,Finn Reynolds,r0cg,WC,Joao Sousa,sh90,7;6,6;4
2023-301,Auckland,ATP 250,2023,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2023/301/qs015,Facundo Bagnis,bf23,6,Chun-Hsin Tseng,t0ap,,Facundo Bagnis,bf23,6;6,3;3
2023-301,Auckland,ATP 250,2023,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2023/301/qs011,Gregoire Barrere,bk24,7,Alexandar Lazarov,li39,,Gregoire Barrere,bk24,6;6,1;4
2023-301,Auckland,ATP 250,2023,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2023/301/qs009,Ajeet Rai,r0dc,WC,Taro Daniel,da81,8,Ajeet Rai,r0dc,7;0;6,5;6;3
2023-8998,Adelaide 2,ATP 250,2023,Finals -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/ms001,Soonwoo Kwon,kf17,LL,Roberto Bautista Agut,bd06,4,Soonwoo Kwon,kf17,6;3;7,4;6;6
2023-8998,Adelaide 2,ATP 250,2023,Semi-Finals -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/ms002,Roberto Bautista Agut,bd06,4,Thanasi Kokkinakis,kd46,WC,Roberto Bautista Agut,bd06,7;3;6,6;6;3
2023-8998,Adelaide 2,ATP 250,2023,Semi-Finals -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/ms003,Soonwoo Kwon,kf17,LL,Jack Draper,d0co,,Soonwoo Kwon,kf17,7;6;6,6;7;3
2023-8998,Adelaide 2,ATP 250,2023,Quarter-Finals -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/ms006,Jack Draper,d0co,,Karen Khachanov,ke29,3,Jack Draper,d0co,6;7,4;6
2023-8998,Adelaide 2,ATP 250,2023,Quarter-Finals -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/ms005,Roberto Bautista Agut,bd06,4,Alejandro Davidovich Fokina,dh50,7,Roberto Bautista Agut,bd06,6;6,3;2
2023-8998,Adelaide 2,ATP 250,2023,Quarter-Finals -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/ms004,Thanasi Kokkinakis,kd46,WC,Miomir Kecmanovic,ki95,6,Thanasi Kokkinakis,kd46,6;6;6,3;7;1
2023-8998,Adelaide 2,ATP 250,2023,Quarter-Finals -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/ms007,Soonwoo Kwon,kf17,LL,Mikael Ymer,y268,Q,Soonwoo Kwon,kf17,6;6,1;2
2023-8998,Adelaide 2,ATP 250,2023,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/ms008,Thanasi Kokkinakis,kd46,WC,Andrey Rublev,re44,1,Thanasi Kokkinakis,kd46,6;3;6,4;6;3
2023-8998,Adelaide 2,ATP 250,2023,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/ms015,Soonwoo Kwon,kf17,LL,Pablo Carreno Busta,cd85,2,Soonwoo Kwon,kf17,3;6;6,6;4;4
2023-8998,Adelaide 2,ATP 250,2023,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/ms013,Karen Khachanov,ke29,3,Marc-Andrea Huesler,hh06,,Karen Khachanov,ke29,6;6,4;4
2023-8998,Adelaide 2,ATP 250,2023,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/ms010,Roberto Bautista Agut,bd06,4,Robin Haase,h756,LL,Roberto Bautista Agut,bd06,6;3;6,3;6;3
2023-8998,Adelaide 2,ATP 250,2023,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/ms009,Miomir Kecmanovic,ki95,6,Jason Kubler,kb95,WC,Miomir Kecmanovic,ki95,5;7;6,7;6;4
2023-8998,Adelaide 2,ATP 250,2023,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/ms011,Alejandro Davidovich Fokina,dh50,7,John Millman,mh30,Q,Alejandro Davidovich Fokina,dh50,6;6,3;3
2023-8998,Adelaide 2,ATP 250,2023,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/ms012,Jack Draper,d0co,,Tommy Paul,pl56,8,Jack Draper,d0co,6;6,4;4
2023-8998,Adelaide 2,ATP 250,2023,Round of 16 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/ms014,Mikael Ymer,y268,Q,Mackenzie McDonald,mk66,,Mikael Ymer,y268,3;7;6,6;6;3
2023-8998,Adelaide 2,ATP 250,2023,Round of 32 -,,Andrey Rublev,re44,1,Bye,0,,Andrey Rublev,re44,,
2023-8998,Adelaide 2,ATP 250,2023,Round of 32 -,,Pablo Carreno Busta,cd85,2,Bye,0,,Pablo Carreno Busta,cd85,,
2023-8998,Adelaide 2,ATP 250,2023,Round of 32 -,,Karen Khachanov,ke29,3,Bye,0,,Karen Khachanov,ke29,,
2023-8998,Adelaide 2,ATP 250,2023,Round of 32 -,,Roberto Bautista Agut,bd06,4,Bye,0,,Roberto Bautista Agut,bd06,,
2023-8998,Adelaide 2,ATP 250,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/ms028,Mackenzie McDonald,mk66,,Daniel Evans,e687,5,Mackenzie McDonald,mk66,7;7,5;5
2023-8998,Adelaide 2,ATP 250,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/ms019,Miomir Kecmanovic,ki95,6,Kyle Edmund,e831,PR,Miomir Kecmanovic,ki95,6;7,4;5
2023-8998,Adelaide 2,ATP 250,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/ms023,Alejandro Davidovich Fokina,dh50,7,Brandon Nakashima,n0ae,,Alejandro Davidovich Fokina,dh50,6;7,2;6
2023-8998,Adelaide 2,ATP 250,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/ms024,Tommy Paul,pl56,8,Christopher O'Connell,o483,LL,Tommy Paul,pl56,6;7,4;5
2023-8998,Adelaide 2,ATP 250,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/ms025,Jack Draper,d0co,,Lorenzo Sonego,su87,,Jack Draper,d0co,6;6,4;2
2023-8998,Adelaide 2,ATP 250,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/ms021,Robin Haase,h756,LL,Benjamin Bonzi,bm95,,Robin Haase,h756,3;7;7,6;6;6
2023-8998,Adelaide 2,ATP 250,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/ms026,Marc-Andrea Huesler,hh06,,Arthur Rinderknech,rc91,,Marc-Andrea Huesler,hh06,4;7;6,6;6;4
2023-8998,Adelaide 2,ATP 250,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/ms017,Thanasi Kokkinakis,kd46,WC,Alexei Popyrin,p09z,WC,Thanasi Kokkinakis,kd46,6;6;7,0;7;5
2023-8998,Adelaide 2,ATP 250,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/ms018,Jason Kubler,kb95,WC,Tomas Martin Etcheverry,ea24,Q,Jason Kubler,kb95,7;7,6;5
2023-8998,Adelaide 2,ATP 250,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/ms030,Soonwoo Kwon,kf17,LL,Tomas Machac,m0fh,Q,Soonwoo Kwon,kf17,6;6,4;4
2023-8998,Adelaide 2,ATP 250,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/ms022,John Millman,mh30,Q,Albert Ramos-Vinolas,r772,,John Millman,mh30,4;6;7,6;3;6
2023-8998,Adelaide 2,ATP 250,2023,Round of 32 -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/ms029,Mikael Ymer,y268,Q,Emil Ruusuvuori,rh24,,Mikael Ymer,y268,6;4;6,4;6;3
2023-8998,Adelaide 2,ATP 250,2023,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/qs005,Mikael Ymer,y268,2,Jordan Thompson,tc61,8,Mikael Ymer,y268,7;7,6;5
2023-8998,Adelaide 2,ATP 250,2023,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/qs006,John Millman,mh30,AL,Christopher O'Connell,o483,5,John Millman,mh30,6;7,3;6
2023-8998,Adelaide 2,ATP 250,2023,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/qs004,Tomas Martin Etcheverry,ea24,6,Robin Haase,h756,AL,Tomas Martin Etcheverry,ea24,6;6,2;4
2023-8998,Adelaide 2,ATP 250,2023,2nd Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/qs007,Tomas Machac,m0fh,,Soonwoo Kwon,kf17,7,Tomas Machac,m0fh,7;3;6,5;6;3
2023-8998,Adelaide 2,ATP 250,2023,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/qs010,Mikael Ymer,y268,2,Nikoloz Basilashvili,bg23,,Mikael Ymer,y268,6;1,1;1
2023-8998,Adelaide 2,ATP 250,2023,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/qs012,John Millman,mh30,AL,Bernabe Zapata Miralles,z419,3,John Millman,mh30,6;6,2;2
2023-8998,Adelaide 2,ATP 250,2023,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/qs014,Tomas Machac,m0fh,,Oscar Otte,o449,4,Tomas Machac,m0fh,6;7,4;6
2023-8998,Adelaide 2,ATP 250,2023,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/qs013,Christopher O'Connell,o483,5,Rinky Hijikata,h0bh,WC,Christopher O'Connell,o483,3;6;6,6;1;2
2023-8998,Adelaide 2,ATP 250,2023,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/qs009,Tomas Martin Etcheverry,ea24,6,Luke Saville,sm09,WC,Tomas Martin Etcheverry,ea24,6;6,1;3
2023-8998,Adelaide 2,ATP 250,2023,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/qs015,Soonwoo Kwon,kf17,7,Vasek Pospisil,pd07,,Soonwoo Kwon,kf17,6;6;6,7;3;3
2023-8998,Adelaide 2,ATP 250,2023,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/qs011,Jordan Thompson,tc61,8,Roman Safiullin,sx50,,Jordan Thompson,tc61,6;6,4;4
2023-8998,Adelaide 2,ATP 250,2023,1st Round Qualifying -,https://www.atptour.com/en/scores/stats-centre/archive/2023/8998/qs008,Robin Haase,h756,AL,Marton Fucsovics,f724,,Robin Haase,h756,6;6,4;3
2023-580,Australian Open,Grand Slam,2023,Finals -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms001,Novak Djokovic,d643,4,Stefanos Tsitsipas,te51,3,Novak Djokovic,d643,6;7;7,3;6;6
2023-580,Australian Open,Grand Slam,2023,Semi-Finals -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms002,Stefanos Tsitsipas,te51,3,Karen Khachanov,ke29,18,Stefanos Tsitsipas,te51,7;6;6;6,6;4;7;3
2023-580,Australian Open,Grand Slam,2023,Semi-Finals -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms003,Novak Djokovic,d643,4,Tommy Paul,pl56,,Novak Djokovic,d643,7;6;6,5;1;2
2023-580,Australian Open,Grand Slam,2023,Quarter-Finals -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms005,Stefanos Tsitsipas,te51,3,Jiri Lehecka,l0bv,,Stefanos Tsitsipas,te51,6;7;6,3;6;4
2023-580,Australian Open,Grand Slam,2023,Quarter-Finals -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms006,Novak Djokovic,d643,4,Andrey Rublev,re44,5,Novak Djokovic,d643,6;6;6,1;2;4
2023-580,Australian Open,Grand Slam,2023,Quarter-Finals -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms004,Karen Khachanov,ke29,18,Sebastian Korda,k0ah,29,Karen Khachanov,ke29,7;6;3,6;3;0
2023-580,Australian Open,Grand Slam,2023,Quarter-Finals -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms007,Tommy Paul,pl56,,Ben Shelton,s0s1,,Tommy Paul,pl56,7;6;5;6,6;3;7;4
2023-580,Australian Open,Grand Slam,2023,Round of 16 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms010,Stefanos Tsitsipas,te51,3,Jannik Sinner,s0ag,15,Stefanos Tsitsipas,te51,6;6;3;4;6,4;4;6;6;3
2023-580,Australian Open,Grand Slam,2023,Round of 16 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms013,Novak Djokovic,d643,4,Alex de Minaur,dh58,22,Novak Djokovic,d643,6;6;6,2;1;2
2023-580,Australian Open,Grand Slam,2023,Round of 16 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms012,Andrey Rublev,re44,5,Holger Rune,r0dg,9,Andrey Rublev,re44,6;3;6;4;7,3;6;3;6;6
2023-580,Australian Open,Grand Slam,2023,Round of 16 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms011,Jiri Lehecka,l0bv,,Felix Auger-Aliassime,ag37,6,Jiri Lehecka,l0bv,4;6;7;7,6;3;6;6
2023-580,Australian Open,Grand Slam,2023,Round of 16 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms009,Sebastian Korda,k0ah,29,Hubert Hurkacz,hb71,10,Sebastian Korda,k0ah,3;6;6;1;7,6;3;2;6;6
2023-580,Australian Open,Grand Slam,2023,Round of 16 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms008,Karen Khachanov,ke29,18,Yoshihito Nishioka,n732,31,Karen Khachanov,ke29,6;6;7,0;0;6
2023-580,Australian Open,Grand Slam,2023,Round of 16 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms015,Tommy Paul,pl56,,Roberto Bautista Agut,bd06,24,Tommy Paul,pl56,6;4;6;7,2;6;2;5
2023-580,Australian Open,Grand Slam,2023,Round of 16 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms014,Ben Shelton,s0s1,,J.J. Wolf,w09g,,Ben Shelton,s0s1,6;6;6;7;6,7;2;7;6;2
2023-580,Australian Open,Grand Slam,2023,Round of 32 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms020,Stefanos Tsitsipas,te51,3,Tallon Griekspoor,gj37,,Stefanos Tsitsipas,te51,6;7;6,2;6;3
2023-580,Australian Open,Grand Slam,2023,Round of 32 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms027,Novak Djokovic,d643,4,Grigor Dimitrov,d875,27,Novak Djokovic,d643,7;6;6,6;3;4
2023-580,Australian Open,Grand Slam,2023,Round of 32 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms024,Andrey Rublev,re44,5,Daniel Evans,e687,25,Andrey Rublev,re44,6;6;6,4;2;3
2023-580,Australian Open,Grand Slam,2023,Round of 32 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms023,Felix Auger-Aliassime,ag37,6,Francisco Cerundolo,c0au,28,Felix Auger-Aliassime,ag37,6;3;6;6,1;6;1;4
2023-580,Australian Open,Grand Slam,2023,Round of 32 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms019,Sebastian Korda,k0ah,29,Daniil Medvedev,mm58,7,Sebastian Korda,k0ah,7;6;7,6;3;6
2023-580,Australian Open,Grand Slam,2023,Round of 32 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms025,Holger Rune,r0dg,9,Ugo Humbert,hh26,,Holger Rune,r0dg,6;6;7,4;2;6
2023-580,Australian Open,Grand Slam,2023,Round of 32 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms018,Hubert Hurkacz,hb71,10,Denis Shapovalov,su55,20,Hubert Hurkacz,hb71,7;6;1;4;6,6;4;6;6;3
2023-580,Australian Open,Grand Slam,2023,Round of 32 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms022,Jiri Lehecka,l0bv,,Cameron Norrie,n771,11,Jiri Lehecka,l0bv,6;6;3;6;6,7;3;6;1;4
2023-580,Australian Open,Grand Slam,2023,Round of 32 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms021,Jannik Sinner,s0ag,15,Marton Fucsovics,f724,,Jannik Sinner,s0ag,4;4;6;6;6,6;6;1;2;0
2023-580,Australian Open,Grand Slam,2023,Round of 32 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms017,Karen Khachanov,ke29,18,Frances Tiafoe,td51,16,Karen Khachanov,ke29,6;6;3;7,3;4;6;6
2023-580,Australian Open,Grand Slam,2023,Round of 32 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms026,Alex de Minaur,dh58,22,Benjamin Bonzi,bm95,,Alex de Minaur,dh58,7;6;6,6;2;1
2023-580,Australian Open,Grand Slam,2023,Round of 32 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms030,Roberto Bautista Agut,bd06,24,Andy Murray,mc10,,Roberto Bautista Agut,bd06,6;6;6;6,1;7;3;4
2023-580,Australian Open,Grand Slam,2023,Round of 32 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms016,Yoshihito Nishioka,n732,31,Mackenzie McDonald,mk66,,Yoshihito Nishioka,n732,7;6;6,6;3;2
2023-580,Australian Open,Grand Slam,2023,Round of 32 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms031,Tommy Paul,pl56,,Jenson Brooksby,b0cd,,Tommy Paul,pl56,6;6;6,1;4;3
2023-580,Australian Open,Grand Slam,2023,Round of 32 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms028,Ben Shelton,s0s1,,Alexei Popyrin,p09z,WC,Ben Shelton,s0s1,6;7;6,3;6;4
2023-580,Australian Open,Grand Slam,2023,Round of 32 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms029,J.J. Wolf,w09g,,Michael Mmoh,mp01,LL,J.J. Wolf,w09g,6;6;6,4;1;2
2023-580,Australian Open,Grand Slam,2023,Round of 64 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms032,Mackenzie McDonald,mk66,,Rafael Nadal,n409,1,Mackenzie McDonald,mk66,6;6;7,4;4;5
2023-580,Australian Open,Grand Slam,2023,Round of 64 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms063,Jenson Brooksby,b0cd,,Casper Ruud,rh16,2,Jenson Brooksby,b0cd,6;7;6;6,3;5;7;2
2023-580,Australian Open,Grand Slam,2023,Round of 64 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms040,Stefanos Tsitsipas,te51,3,Rinky Hijikata,h0bh,WC,Stefanos Tsitsipas,te51,6;6;6,3;0;2
2023-580,Australian Open,Grand Slam,2023,Round of 64 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms055,Novak Djokovic,d643,4,Enzo Couacaud,cg94,Q,Novak Djokovic,d643,6;6;6;6,1;7;2;0
2023-580,Australian Open,Grand Slam,2023,Round of 64 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms048,Andrey Rublev,re44,5,Emil Ruusuvuori,rh24,,Andrey Rublev,re44,6;6;6;6,2;4;7;3
2023-580,Australian Open,Grand Slam,2023,Round of 64 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms047,Felix Auger-Aliassime,ag37,6,Alex Molcan,mv14,,Felix Auger-Aliassime,ag37,3;3;6;6;6,6;6;3;2;2
2023-580,Australian Open,Grand Slam,2023,Round of 64 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms039,Daniil Medvedev,mm58,7,John Millman,mh30,WC,Daniil Medvedev,mm58,7;6;6,5;2;2
2023-580,Australian Open,Grand Slam,2023,Round of 64 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms056,Alexei Popyrin,p09z,WC,Taylor Fritz,fb98,8,Alexei Popyrin,p09z,6;7;6;6;6,7;6;4;7;2
2023-580,Australian Open,Grand Slam,2023,Round of 64 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms051,Holger Rune,r0dg,9,Maxime Cressy,c0bc,,Holger Rune,r0dg,7;6;6,5;4;4
2023-580,Australian Open,Grand Slam,2023,Round of 64 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms036,Hubert Hurkacz,hb71,10,Lorenzo Sonego,su87,,Hubert Hurkacz,hb71,3;7;2;6;6,6;6;6;3;3
2023-580,Australian Open,Grand Slam,2023,Round of 64 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms044,Cameron Norrie,n771,11,Constant Lestienne,lb66,,Cameron Norrie,n771,6;3;7;6,3;6;6;3
2023-580,Australian Open,Grand Slam,2023,Round of 64 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms059,Michael Mmoh,mp01,LL,Alexander Zverev,z355,12,Michael Mmoh,mp01,6;6;6;6,7;4;3;2
2023-580,Australian Open,Grand Slam,2023,Round of 64 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms052,Benjamin Bonzi,bm95,,Pablo Carreno Busta,cd85,14,Benjamin Bonzi,bm95,4;4;7;6;7,6;6;6;1;6
2023-580,Australian Open,Grand Slam,2023,Round of 64 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms043,Jannik Sinner,s0ag,15,Tomas Martin Etcheverry,ea24,,Jannik Sinner,s0ag,6;6;6,3;2;2
2023-580,Australian Open,Grand Slam,2023,Round of 64 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms035,Frances Tiafoe,td51,16,Juncheng Shang,s0re,Q,Frances Tiafoe,td51,6;6;6,4;4;1
2023-580,Australian Open,Grand Slam,2023,Round of 64 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms034,Karen Khachanov,ke29,18,Jason Kubler,kb95,WC,Karen Khachanov,ke29,6;5;6;6,4;7;4;2
2023-580,Australian Open,Grand Slam,2023,Round of 64 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms037,Denis Shapovalov,su55,20,Taro Daniel,da81,,Denis Shapovalov,su55,6;7;7,3;6;5
2023-580,Australian Open,Grand Slam,2023,Round of 64 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms053,Alex de Minaur,dh58,22,Adrian Mannarino,me82,,Alex de Minaur,dh58,7;4;6;6,6;6;4;1
2023-580,Australian Open,Grand Slam,2023,Round of 64 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms058,J.J. Wolf,w09g,,Diego Schwartzman,sm37,23,J.J. Wolf,w09g,6;6;6,1;4;4
2023-580,Australian Open,Grand Slam,2023,Round of 64 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms061,Roberto Bautista Agut,bd06,24,Brandon Holt,h09p,Q,Roberto Bautista Agut,bd06,4;2;6;6;6,6;6;3;2;2
2023-580,Australian Open,Grand Slam,2023,Round of 64 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms049,Daniel Evans,e687,25,Jeremy Chardy,ca12,PR,Daniel Evans,e687,6;6;6,4;4;1
2023-580,Australian Open,Grand Slam,2023,Round of 64 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms054,Grigor Dimitrov,d875,27,Laslo Djere,db63,,Grigor Dimitrov,d875,6;6;6,3;2;0
2023-580,Australian Open,Grand Slam,2023,Round of 64 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms046,Francisco Cerundolo,c0au,28,Corentin Moutet,mw02,,Francisco Cerundolo,c0au,3;6;6;7,6;4;2;5
2023-580,Australian Open,Grand Slam,2023,Round of 64 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms038,Sebastian Korda,k0ah,29,Yosuke Watanuki,wb08,Q,Sebastian Korda,k0ah,6;7;6,2;5;4
2023-580,Australian Open,Grand Slam,2023,Round of 64 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms062,Tommy Paul,pl56,,Alejandro Davidovich Fokina,dh50,30,Tommy Paul,pl56,6;2;6;6;6,2;6;7;3;4
2023-580,Australian Open,Grand Slam,2023,Round of 64 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms033,Yoshihito Nishioka,n732,31,Dalibor Svrcina,s0gd,Q,Yoshihito Nishioka,n732,6;6;6,3;4;2
2023-580,Australian Open,Grand Slam,2023,Round of 64 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms041,Tallon Griekspoor,gj37,,Botic van de Zandschulp,v812,32,Tallon Griekspoor,gj37,6;6;6,4;4;4
2023-580,Australian Open,Grand Slam,2023,Round of 64 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms042,Marton Fucsovics,f724,,Lloyd Harris,hg86,PR,Marton Fucsovics,f724,6;6;5;6,2;3;7;4
2023-580,Australian Open,Grand Slam,2023,Round of 64 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms050,Ugo Humbert,hh26,,Denis Kudla,kb09,LL,Ugo Humbert,hh26,6;6;6;6,2;7;2;4
2023-580,Australian Open,Grand Slam,2023,Round of 64 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms045,Jiri Lehecka,l0bv,,Christopher Eubanks,e865,WC,Jiri Lehecka,l0bv,6;6;3;6,4;4;6;3
2023-580,Australian Open,Grand Slam,2023,Round of 64 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms060,Andy Murray,mc10,,Thanasi Kokkinakis,kd46,,Andy Murray,mc10,4;6;7;6;7,6;7;6;3;5
2023-580,Australian Open,Grand Slam,2023,Round of 64 -,https://www.atptour.com/en/scores/match-stats/archive/2023/580/ms057,Ben Shelton,s0s1,,Nicolas Jarry,j551,Q,Ben Shelton,s0s1,7;7;7,6;6;5
