match_id,file,t60_prob,outcome,mins_before,brier,is_challenger
KXATPCHALLENGERMATCH-26JAN15DEVSAI,KXATPCHALLENGERMATCH-26JAN15DEVSAI-DEV_candles.csv,0.51,1,60.0,0.24009999999999998,True
KXATPCHALLENGERMATCH-26JAN16AGADEV,KXATPCHALLENGERMATCH-26JAN16AGADEV-AGA_candles.csv,0.82,1,60.0,0.03240000000000002,True
KXATPCHALLENGERMATCH-26JAN16COLVAR,KXATPCHALLENGERMATCH-26JAN16COLVAR-COL_candles.csv,0.55,1,60.0,0.20249999999999996,True
KXATPCHALLENGERMATCH-26JAN21KUKLAJ,KXATPCHALLENGERMATCH-26JAN21KUKLAJ-KUK_candles.csv,0.46,1,60.0,0.2916,True
KXATPCHALLENGERMATCH-26JAN21TORROS,KXATPCHALLENGERMATCH-26JAN21TORROS-ROS_candles.csv,0.56,1,60.0,0.19359999999999997,True
KXATPCHALLENGERMATCH-26JAN22KOZPAS,KXATPCHALLENGERMATCH-26JAN22KOZPAS-PAS_candles.csv,0.56,1,60.0,0.19359999999999997,True
KXATPCHALLENGERMATCH-26JAN22RIEAND,KXATPCHALLENGERMATCH-26JAN22RIEAND-AND_candles.csv,0.18,0,60.0,0.0324,True
KXATPCHALLENGERMATCH-26JAN25DENCHU,KXATPCHALLENGERMATCH-26JAN25DENCHU-DEN_candles.csv,0.86,1,60.0,0.019600000000000003,True
KXATPCHALLENGERMATCH-26JAN26BERHSU,KXATPCHALLENGERMATCH-26JAN26BERHSU-BER_candles.csv,0.22,0,60.0,0.0484,True
KXATPCHALLENGERMATCH-26JAN26BOISCH,KXATPCHALLENGERMATCH-26JAN26BOISCH-BOI_candles.csv,0.75,1,60.0,0.0625,True
KXATPCHALLENGERMATCH-26JAN26DUTRIB,KXATPCHALLENGERMATCH-26JAN26DUTRIB-DUT_candles.csv,0.44,1,60.0,0.31360000000000005,True
KXATPCHALLENGERMATCH-26JAN26JONSHA,KXATPCHALLENGERMATCH-26JAN26JONSHA-JON_candles.csv,0.66,1,60.0,0.11559999999999998,True
KXATPCHALLENGERMATCH-26JAN26KWONSAK,KXATPCHALLENGERMATCH-26JAN26KWONSAK-SAK_candles.csv,0.38,1,60.0,0.3844,True
KXATPCHALLENGERMATCH-26JAN26NAGMAR,KXATPCHALLENGERMATCH-26JAN26NAGMAR-MAR_candles.csv,0.8,0,60.0,0.6400000000000001,True
KXATPCHALLENGERMATCH-26JAN26SIMCIN,KXATPCHALLENGERMATCH-26JAN26SIMCIN-CIN_candles.csv,0.11,0,60.0,0.0121,True
KXATPCHALLENGERMATCH-26JAN27ARTSHE,KXATPCHALLENGERMATCH-26JAN27ARTSHE-ART_candles.csv,0.53,1,60.0,0.22089999999999999,True
KXATPCHALLENGERMATCH-26JAN27BOYSAM,KXATPCHALLENGERMATCH-26JAN27BOYSAM-BOY_candles.csv,0.35,0,60.0,0.12249999999999998,True
KXATPCHALLENGERMATCH-26JAN27COLGUI,KXATPCHALLENGERMATCH-26JAN27COLGUI-GUI_candles.csv,0.71,1,60.0,0.08410000000000002,True
KXATPCHALLENGERMATCH-26JAN27DAMGAU,KXATPCHALLENGERMATCH-26JAN27DAMGAU-GAU_candles.csv,0.62,1,60.0,0.1444,True
KXATPCHALLENGERMATCH-26JAN27DUTRON,KXATPCHALLENGERMATCH-26JAN27DUTRON-DUT_candles.csv,0.48,1,60.0,0.27040000000000003,True
KXATPCHALLENGERMATCH-26JAN27GENCRA,KXATPCHALLENGERMATCH-26JAN27GENCRA-CRA_candles.csv,0.64,0,60.0,0.4096,True
KXATPCHALLENGERMATCH-26JAN27GOMBAR,KXATPCHALLENGERMATCH-26JAN27GOMBAR-BAR_candles.csv,0.41,1,60.0,0.3481000000000001,True
KXATPCHALLENGERMATCH-26JAN27MIDVIL,KXATPCHALLENGERMATCH-26JAN27MIDVIL-VIL_candles.csv,0.12,0,60.0,0.0144,True
KXATPCHALLENGERMATCH-26JAN27MONKOL,KXATPCHALLENGERMATCH-26JAN27MONKOL-KOL_candles.csv,0.24,0,60.0,0.0576,True
KXATPCHALLENGERMATCH-26JAN27TORBRU,KXATPCHALLENGERMATCH-26JAN27TORBRU-BRU_candles.csv,0.93,0,60.0,0.8649000000000001,True
KXATPCHALLENGERMATCH-26JAN27ZHAVIR,KXATPCHALLENGERMATCH-26JAN27ZHAVIR-VIR_candles.csv,0.49,1,60.0,0.2601,True
KXATPCHALLENGERMATCH-26JAN28BARSIM,KXATPCHALLENGERMATCH-26JAN28BARSIM-BAR_candles.csv,0.82,0,60.0,0.6723999999999999,True
KXATPCHALLENGERMATCH-26JAN28BUEBAR,KXATPCHALLENGERMATCH-26JAN28BUEBAR-BAR_candles.csv,0.8,1,60.0,0.03999999999999998,True
KXATPCHALLENGERMATCH-26JAN28FERGAU,KXATPCHALLENGERMATCH-26JAN28FERGAU-GAU_candles.csv,0.83,0,60.0,0.6889,True
KXATPCHALLENGERMATCH-26JAN28KORMIL,KXATPCHALLENGERMATCH-26JAN28KORMIL-MIL_candles.csv,0.08,0,60.0,0.0064,True
KXATPCHALLENGERMATCH-26JAN28MICJAS,KXATPCHALLENGERMATCH-26JAN28MICJAS-JAS_candles.csv,0.35,0,60.0,0.12249999999999998,True
KXATPCHALLENGERMATCH-26JAN28PDABAR,KXATPCHALLENGERMATCH-26JAN28PDABAR-BAR_candles.csv,0.48,1,60.0,0.27040000000000003,True
KXATPCHALLENGERMATCH-26JAN28SHIKOZ,KXATPCHALLENGERMATCH-26JAN28SHIKOZ-SHI_candles.csv,0.44,1,60.0,0.31360000000000005,True
KXATPCHALLENGERMATCH-26JAN28SOTKIC,KXATPCHALLENGERMATCH-26JAN28SOTKIC-KIC_candles.csv,0.6,0,60.0,0.36,True
KXATPCHALLENGERMATCH-26JAN29BICSMI,KXATPCHALLENGERMATCH-26JAN29BICSMI-BIC_candles.csv,0.66,0,60.0,0.43560000000000004,True
KXATPCHALLENGERMATCH-26JAN29ENGHUE,KXATPCHALLENGERMATCH-26JAN29ENGHUE-ENG_candles.csv,0.71,0,60.0,0.5041,True
KXATPCHALLENGERMATCH-26JAN29KORILA,KXATPCHALLENGERMATCH-26JAN29KORILA-ILA_candles.csv,0.33,0,60.0,0.10890000000000001,True
KXATPCHALLENGERMATCH-26JAN29REILAJ,KXATPCHALLENGERMATCH-26JAN29REILAJ-LAJ_candles.csv,0.71,0,60.0,0.5041,True
KXATPCHALLENGERMATCH-26JAN29SHIFEN,KXATPCHALLENGERMATCH-26JAN29SHIFEN-FEN_candles.csv,0.43,0,60.0,0.18489999999999998,True
KXATPCHALLENGERMATCH-26JAN29WONTRA,KXATPCHALLENGERMATCH-26JAN29WONTRA-TRA_candles.csv,0.43,1,60.0,0.3249000000000001,True
KXATPCHALLENGERMATCH-26JAN30FARGAL,KXATPCHALLENGERMATCH-26JAN30FARGAL-FAR_candles.csv,0.43,0,60.0,0.18489999999999998,True
KXATPCHALLENGERMATCH-26JAN30GUEBON,KXATPCHALLENGERMATCH-26JAN30GUEBON-BON_candles.csv,0.22,0,60.0,0.0484,True
KXATPCHALLENGERMATCH-26JAN30JUSBAR,KXATPCHALLENGERMATCH-26JAN30JUSBAR-BAR_candles.csv,0.7,1,60.0,0.09000000000000002,True
KXATPCHALLENGERMATCH-26JAN30KORDRA,KXATPCHALLENGERMATCH-26JAN30KORDRA-DRA_candles.csv,0.31,0,60.0,0.0961,True
KXATPCHALLENGERMATCH-26JAN30SHIHIJ,KXATPCHALLENGERMATCH-26JAN30SHIHIJ-HIJ_candles.csv,0.39,0,60.0,0.1521,True
KXATPCHALLENGERMATCH-26JAN30SIMSAK,KXATPCHALLENGERMATCH-26JAN30SIMSAK-SIM_candles.csv,0.33,1,60.0,0.4488999999999999,True
KXATPCHALLENGERMATCH-26JAN30VALREI,KXATPCHALLENGERMATCH-26JAN30VALREI-REI_candles.csv,0.32,0,60.0,0.1024,True
KXATPCHALLENGERMATCH-26JAN31VANGUE,KXATPCHALLENGERMATCH-26JAN31VANGUE-GUE_candles.csv,0.46,0,60.0,0.2116,True
KXATPCHALLENGERMATCH-26MAR01BROKNA,KXATPCHALLENGERMATCH-26MAR01BROKNA-BRO_candles.csv,0.7,1,60.0,0.09000000000000002,True
KXATPCHALLENGERMATCH-26MAR01CINGIL,KXATPCHALLENGERMATCH-26MAR01CINGIL-GIL_candles.csv,0.49,0,60.0,0.24009999999999998,True
KXATPCHALLENGERMATCH-26MAR01DAMDIA,KXATPCHALLENGERMATCH-26MAR01DAMDIA-DAM_candles.csv,0.45,0,60.0,0.2025,True
KXATPCHALLENGERMATCH-26MAR01OBEBOU,KXATPCHALLENGERMATCH-26MAR01OBEBOU-OBE_candles.csv,0.12,1,60.0,0.7744,True
KXATPCHALLENGERMATCH-26MAR01OFNHER,KXATPCHALLENGERMATCH-26MAR01OFNHER-OFN_candles.csv,0.76,1,60.0,0.0576,True
KXATPCHALLENGERMATCH-26MAR01OVCFEL,KXATPCHALLENGERMATCH-26MAR01OVCFEL-FEL_candles.csv,0.56,1,60.0,0.19359999999999997,True
KXATPCHALLENGERMATCH-26MAR01SCHPIR,KXATPCHALLENGERMATCH-26MAR01SCHPIR-PIR_candles.csv,0.6,1,60.0,0.16000000000000003,True
KXATPCHALLENGERMATCH-26MAR02CANIVA,KXATPCHALLENGERMATCH-26MAR02CANIVA-CAN_candles.csv,0.25,0,60.0,0.0625,True
KXATPCHALLENGERMATCH-26MAR02DOSMAX,KXATPCHALLENGERMATCH-26MAR02DOSMAX-DOS_candles.csv,0.49,0,60.0,0.24009999999999998,True
KXATPCHALLENGERMATCH-26MAR02EFSMOR,KXATPCHALLENGERMATCH-26MAR02EFSMOR-EFS_candles.csv,0.27,1,60.0,0.5328999999999999,True
KXATPCHALLENGERMATCH-26MAR02ENGZEP,KXATPCHALLENGERMATCH-26MAR02ENGZEP-ZEP_candles.csv,0.31,1,60.0,0.4760999999999999,True
KXATPCHALLENGERMATCH-26MAR02FARCAD,KXATPCHALLENGERMATCH-26MAR02FARCAD-CAD_candles.csv,0.5,0,60.0,0.25,True
KXATPCHALLENGERMATCH-26MAR02HEIGAL,KXATPCHALLENGERMATCH-26MAR02HEIGAL-GAL_candles.csv,0.41,0,60.0,0.16809999999999997,True
KXATPCHALLENGERMATCH-26MAR02REISOT,KXATPCHALLENGERMATCH-26MAR02REISOT-REI_candles.csv,0.58,1,60.0,0.17640000000000003,True
KXATPCHALLENGERMATCH-26MAR02RIBMAN,KXATPCHALLENGERMATCH-26MAR02RIBMAN-MAN_candles.csv,0.58,0,60.0,0.3364,True
KXATPCHALLENGERMATCH-26MAR02RYBBER,KXATPCHALLENGERMATCH-26MAR02RYBBER-BER_candles.csv,0.59,0,60.0,0.34809999999999997,True
KXATPCHALLENGERMATCH-26MAR02SAFSKA,KXATPCHALLENGERMATCH-26MAR02SAFSKA-SAF_candles.csv,0.7,1,60.0,0.09000000000000002,True
KXATPCHALLENGERMATCH-26MAR03BARKUZ,KXATPCHALLENGERMATCH-26MAR03BARKUZ-BAR_candles.csv,0.17,0,61.0,0.028900000000000006,True
KXATPCHALLENGERMATCH-26MAR03BLAWAT,KXATPCHALLENGERMATCH-26MAR03BLAWAT-BLA_candles.csv,0.56,1,60.0,0.19359999999999997,True
KXATPCHALLENGERMATCH-26MAR03CARSAK,KXATPCHALLENGERMATCH-26MAR03CARSAK-CAR_candles.csv,0.73,0,60.0,0.5328999999999999,True
KXATPCHALLENGERMATCH-26MAR03CLAHEM,KXATPCHALLENGERMATCH-26MAR03CLAHEM-CLA_candles.csv,0.45,0,60.0,0.2025,True
KXATPCHALLENGERMATCH-26MAR03GUIDAM,KXATPCHALLENGERMATCH-26MAR03GUIDAM-DAM_candles.csv,0.58,1,60.0,0.17640000000000003,True
KXATPCHALLENGERMATCH-26MAR03MARSAK,KXATPCHALLENGERMATCH-26MAR03MARSAK-SAK_candles.csv,0.55,0,60.0,0.30250000000000005,True
KXATPCHALLENGERMATCH-26MAR03SANTOB,KXATPCHALLENGERMATCH-26MAR03SANTOB-SAN_candles.csv,0.9,1,60.0,0.009999999999999995,True
KXATPCHALLENGERMATCH-26MAR03TUNLOP,KXATPCHALLENGERMATCH-26MAR03TUNLOP-LOP_candles.csv,0.42,0,60.0,0.17639999999999997,True
KXATPCHALLENGERMATCH-26MAR04BUDNIS,KXATPCHALLENGERMATCH-26MAR04BUDNIS-BUD_candles.csv,0.43,1,60.0,0.3249000000000001,True
KXATPCHALLENGERMATCH-26MAR04FARRIB,KXATPCHALLENGERMATCH-26MAR04FARRIB-FAR_candles.csv,0.8,0,60.0,0.6400000000000001,True
KXATPCHALLENGERMATCH-26MAR04HERARN,KXATPCHALLENGERMATCH-26MAR04HERARN-ARN_candles.csv,0.16,0,60.0,0.0256,True
KXATPCHALLENGERMATCH-26MAR04MARHEI,KXATPCHALLENGERMATCH-26MAR04MARHEI-HEI_candles.csv,0.69,1,60.0,0.09610000000000003,True
KXATPCHALLENGERMATCH-26MAR04REIPRA,KXATPCHALLENGERMATCH-26MAR04REIPRA-PRA_candles.csv,0.46,1,60.0,0.2916,True
KXATPCHALLENGERMATCH-26MAR04ROCSAN,KXATPCHALLENGERMATCH-26MAR04ROCSAN-ROC_candles.csv,0.69,1,60.0,0.09610000000000003,True
KXATPCHALLENGERMATCH-26MAR04SAFCHO,KXATPCHALLENGERMATCH-26MAR04SAFCHO-CHO_candles.csv,0.15,1,60.0,0.7224999999999999,True
KXATPCHALLENGERMATCH-26MAR05DAMMON,KXATPCHALLENGERMATCH-26MAR05DAMMON-DAM_candles.csv,0.22,0,60.0,0.0484,True
KXATPCHALLENGERMATCH-26MAR05GASSMI,KXATPCHALLENGERMATCH-26MAR05GASSMI-GAS_candles.csv,0.45,1,60.0,0.30250000000000005,True
KXATPCHALLENGERMATCH-26MAR05OFNCAS,KXATPCHALLENGERMATCH-26MAR05OFNCAS-OFN_candles.csv,0.6,1,60.0,0.16000000000000003,True
KXATPCHALLENGERMATCH-26MAR05TRUSCH,KXATPCHALLENGERMATCH-26MAR05TRUSCH-TRU_candles.csv,0.23,0,60.0,0.0529,True
KXATPCHALLENGERMATCH-26MAR05VALSCH,KXATPCHALLENGERMATCH-26MAR05VALSCH-SCH_candles.csv,0.08,0,60.0,0.0064,True
KXATPCHALLENGERMATCH-26MAR05VARBOS,KXATPCHALLENGERMATCH-26MAR05VARBOS-BOS_candles.csv,0.81,1,60.0,0.03609999999999998,True
KXATPCHALLENGERMATCH-26MAR06BLAVIR,KXATPCHALLENGERMATCH-26MAR06BLAVIR-BLA_candles.csv,0.39,0,60.0,0.1521,True
KXATPCHALLENGERMATCH-26MAR06BUDCHO,KXATPCHALLENGERMATCH-26MAR06BUDCHO-BUD_candles.csv,0.84,1,60.0,0.02560000000000001,True
KXATPCHALLENGERMATCH-26MAR06GASKOU,KXATPCHALLENGERMATCH-26MAR06GASKOU-GAS_candles.csv,0.62,1,60.0,0.1444,True
KXATPCHALLENGERMATCH-26MAR06MONBOS,KXATPCHALLENGERMATCH-26MAR06MONBOS-BOS_candles.csv,0.2,0,60.0,0.04000000000000001,True
KXATPCHALLENGERMATCH-26MAR06NEUWEN,KXATPCHALLENGERMATCH-26MAR06NEUWEN-NEU_candles.csv,0.29,0,60.0,0.0841,True
KXATPCHALLENGERMATCH-26MAR06OFNROD,KXATPCHALLENGERMATCH-26MAR06OFNROD-OFN_candles.csv,0.83,1,60.0,0.028900000000000012,True
KXATPCHALLENGERMATCH-26MAR06RIBHEI,KXATPCHALLENGERMATCH-26MAR06RIBHEI-HEI_candles.csv,0.31,0,60.0,0.0961,True
KXATPCHALLENGERMATCH-26MAR06ROCPRA,KXATPCHALLENGERMATCH-26MAR06ROCPRA-ROC_candles.csv,0.68,1,60.0,0.10239999999999996,True
KXATPCHALLENGERMATCH-26MAR06VALDIA,KXATPCHALLENGERMATCH-26MAR06VALDIA-VAL_candles.csv,0.72,1,60.0,0.07840000000000001,True
KXATPCHALLENGERMATCH-26MAR06XILSAK,KXATPCHALLENGERMATCH-26MAR06XILSAK-SAK_candles.csv,0.48,1,60.0,0.27040000000000003,True
KXATPCHALLENGERMATCH-26MAR07GASOFN,KXATPCHALLENGERMATCH-26MAR07GASOFN-GAS_candles.csv,0.66,0,60.0,0.43560000000000004,True
KXATPCHALLENGERMATCH-26MAR07ROCMON,KXATPCHALLENGERMATCH-26MAR07ROCMON-MON_candles.csv,0.23,0,60.0,0.0529,True
KXATPCHALLENGERMATCH-26MAR07SCHNAP,KXATPCHALLENGERMATCH-26MAR07SCHNAP-NAP_candles.csv,0.01,0,60.0,0.0001,True
KXATPCHALLENGERMATCH-26MAR07VIRBUD,KXATPCHALLENGERMATCH-26MAR07VIRBUD-BUD_candles.csv,0.21,1,60.0,0.6241000000000001,True
KXATPCHALLENGERMATCH-26MAR08BECKLO,KXATPCHALLENGERMATCH-26MAR08BECKLO-BEC_candles.csv,0.22,1,60.0,0.6084,True
KXATPCHALLENGERMATCH-26MAR08OFNBUD,KXATPCHALLENGERMATCH-26MAR08OFNBUD-BUD_candles.csv,0.58,0,60.0,0.3364,True
KXATPCHALLENGERMATCH-26MAR09BRADES,KXATPCHALLENGERMATCH-26MAR09BRADES-BRA_candles.csv,0.4,1,60.0,0.36,True
KXATPCHALLENGERMATCH-26MAR09GIUDUR,KXATPCHALLENGERMATCH-26MAR09GIUDUR-GIU_candles.csv,0.66,1,60.0,0.11559999999999998,True
KXATPCHALLENGERMATCH-26MAR09LANPIN,KXATPCHALLENGERMATCH-26MAR09LANPIN-LAN_candles.csv,0.96,1,60.0,0.001600000000000003,True
KXATPCHALLENGERMATCH-26MAR09SMIMAR,KXATPCHALLENGERMATCH-26MAR09SMIMAR-SMI_candles.csv,0.77,0,60.0,0.5929,True
KXATPCHALLENGERMATCH-26MAR09YIBAND,KXATPCHALLENGERMATCH-26MAR09YIBAND-AND_candles.csv,0.36,1,60.0,0.4096,True
KXATPCHALLENGERMATCH-26MAR10AGAJUS,KXATPCHALLENGERMATCH-26MAR10AGAJUS-AGA_candles.csv,0.6,1,60.0,0.16000000000000003,True
KXATPCHALLENGERMATCH-26MAR10GENBER,KXATPCHALLENGERMATCH-26MAR10GENBER-GEN_candles.csv,0.23,1,60.0,0.5929,True
KXATPCHALLENGERMATCH-26MAR11FEACAZ,KXATPCHALLENGERMATCH-26MAR11FEACAZ-CAZ_candles.csv,0.95,1,60.0,0.0025000000000000044,True
KXATPCHALLENGERMATCH-26MAR11HOLFAU,KXATPCHALLENGERMATCH-26MAR11HOLFAU-FAU_candles.csv,0.15,0,60.0,0.0225,True
KXATPCHALLENGERMATCH-26MAR11OLICOL,KXATPCHALLENGERMATCH-26MAR11OLICOL-COL_candles.csv,0.47,0,60.0,0.22089999999999999,True
KXATPCHALLENGERMATCH-26MAR11ROMBRA,KXATPCHALLENGERMATCH-26MAR11ROMBRA-BRA_candles.csv,0.42,0,60.0,0.17639999999999997,True
KXATPCHALLENGERMATCH-26MAR11SHECOP,KXATPCHALLENGERMATCH-26MAR11SHECOP-COP_candles.csv,0.7,1,60.0,0.09000000000000002,True
KXATPCHALLENGERMATCH-26MAR12HARGIR,KXATPCHALLENGERMATCH-26MAR12HARGIR-GIR_candles.csv,0.67,1,60.0,0.10889999999999997,True
KXATPMATCH-26FEB01BAUOCO,KXATPMATCH-26FEB01BAUOCO-BAU_candles.csv,0.75,1,60.0,0.0625,False
KXATPMATCH-26FEB01KOUYME,KXATPMATCH-26FEB01KOUYME-YME_candles.csv,0.56,0,60.0,0.31360000000000005,False
KXATPMATCH-26FEB01MEDWAW,KXATPMATCH-26FEB01MEDWAW-MED_candles.csv,0.61,0,60.0,0.3721,False
KXATPMATCH-26FEB01ROYFIL,KXATPMATCH-26FEB01ROYFIL-FIL_candles.csv,0.78,1,60.0,0.04839999999999999,False
KXATPMATCH-26FEB02CHIKOU,KXATPMATCH-26FEB02CHIKOU-CHI_candles.csv,0.17,0,60.0,0.028900000000000006,False
KXATPMATCH-26FEB02TABDAM,KXATPMATCH-26FEB02TABDAM-DAM_candles.csv,0.56,1,60.0,0.19359999999999997,False
KXATPMATCH-26FEB03KOUKOV,KXATPMATCH-26FEB03KOUKOV-KOU_candles.csv,0.65,0,60.0,0.42250000000000004,False
KXATPMATCH-26FEB03VAVBLA,KXATPMATCH-26FEB03VAVBLA-VAV_candles.csv,0.6,0,60.0,0.36,False
KXATPMATCH-26FEB04BLAFIL,KXATPMATCH-26FEB04BLAFIL-BLA_candles.csv,0.13,0,60.0,0.016900000000000002,False
KXATPMATCH-26FEB04GEAMAC,KXATPMATCH-26FEB04GEAMAC-GEA_candles.csv,0.42,1,60.0,0.3364000000000001,False
KXATPMATCH-26FEB04HUMMAN,KXATPMATCH-26FEB04HUMMAN-HUM_candles.csv,0.65,0,60.0,0.42250000000000004,False
KXATPMATCH-26FEB05AUGWAW,KXATPMATCH-26FEB05AUGWAW-AUG_candles.csv,0.89,1,60.0,0.012099999999999998,False
KXATPMATCH-26FEB05DROKOV,KXATPMATCH-26FEB05DROKOV-DRO_candles.csv,0.32,1,60.0,0.4623999999999999,False
KXATPMATCH-26FEB05NARCOB,KXATPMATCH-26FEB05NARCOB-COB_candles.csv,0.51,0,60.0,0.2601,False
KXATPMATCH-26FEB06AUGFIL,KXATPMATCH-26FEB06AUGFIL-AUG_candles.csv,0.65,1,60.0,0.12249999999999998,False
KXATPMATCH-26FEB06DAMNAR,KXATPMATCH-26FEB06DAMNAR-DAM_candles.csv,0.85,1,60.0,0.022500000000000006,False
KXATPMATCH-26FEB06GRIDRO,KXATPMATCH-26FEB06GRIDRO-DRO_candles.csv,0.68,1,60.0,0.10239999999999996,False
KXATPMATCH-26FEB06MANGEA,KXATPMATCH-26FEB06MANGEA-GEA_candles.csv,0.58,0,60.0,0.3364,False
KXATPMATCH-26FEB07AUGDRO,KXATPMATCH-26FEB07AUGDRO-AUG_candles.csv,0.9,1,60.0,0.009999999999999995,False
KXATPMATCH-26FEB07MANDAM,KXATPMATCH-26FEB07MANDAM-DAM_candles.csv,0.84,0,60.0,0.7055999999999999,False
KXATPMATCH-26FEB08CORBER,KXATPMATCH-26FEB08CORBER-COR_candles.csv,0.03,0,60.0,0.0009,False
KXATPMATCH-26FEB08DEFIL,KXATPMATCH-26FEB08DEFIL-DE_candles.csv,0.71,1,60.0,0.08410000000000002,False
KXATPMATCH-26FEB08HURBUB,KXATPMATCH-26FEB08HURBUB-BUB_candles.csv,0.3,1,60.0,0.48999999999999994,False
KXATPMATCH-26FEB08KHADEJ,KXATPMATCH-26FEB08KHADEJ-DEJ_candles.csv,0.3,0,60.0,0.09,False
KXATPMATCH-26FEB08MEDHUM,KXATPMATCH-26FEB08MEDHUM-HUM_candles.csv,0.34,1,60.0,0.4355999999999999,False
KXATPMATCH-26FEB09CILTIE,KXATPMATCH-26FEB09CILTIE-CIL_candles.csv,0.57,1,60.0,0.18490000000000004,False
KXATPMATCH-26FEB09DIASHE,KXATPMATCH-26FEB09DIASHE-DIA_candles.csv,0.07,0,60.0,0.004900000000000001,False
KXATPMATCH-26FEB09DIMMIC,KXATPMATCH-26FEB09DIMMIC-DIM_candles.csv,0.83,0,60.0,0.6889,False
KXATPMATCH-26FEB09FRIGIR,KXATPMATCH-26FEB09FRIGIR-FRI_candles.csv,0.64,1,60.0,0.1296,False
KXATPMATCH-26FEB09PAUBRO,KXATPMATCH-26FEB09PAUBRO-BRO_candles.csv,0.38,0,60.0,0.1444,False
KXATPMATCH-26FEB09PAVVAN,KXATPMATCH-26FEB09PAVVAN-PAV_candles.csv,0.24,0,60.0,0.0576,False
KXATPMATCH-26FEB09ROYOCO,KXATPMATCH-26FEB09ROYOCO-OCO_candles.csv,0.78,1,60.0,0.04839999999999999,False
KXATPMATCH-26FEB09SVADAV,KXATPMATCH-26FEB09SVADAV-DAV_candles.csv,0.76,1,60.0,0.0576,False
KXATPMATCH-26FEB09WALMAN,KXATPMATCH-26FEB09WALMAN-MAN_candles.csv,0.77,1,60.0,0.05289999999999999,False
KXATPMATCH-26FEB10BARSEY,KXATPMATCH-26FEB10BARSEY-BAR_candles.csv,0.25,1,60.0,0.5625,False
KXATPMATCH-26FEB10BERMED,KXATPMATCH-26FEB10BERMED-BER_candles.csv,0.35,0,60.0,0.12249999999999998,False
KXATPMATCH-26FEB10BUSPAS,KXATPMATCH-26FEB10BUSPAS-BUS_candles.csv,0.13,1,60.0,0.7569,False
KXATPMATCH-26FEB10SHAJOD,KXATPMATCH-26FEB10SHAJOD-JOD_candles.csv,0.34,0,60.0,0.11560000000000002,False
KXATPMATCH-26FEB10SHIKEC,KXATPMATCH-26FEB10SHIKEC-KEC_candles.csv,0.59,1,60.0,0.16810000000000003,False
KXATPMATCH-26FEB11BURETC,KXATPMATCH-26FEB11BURETC-BUR_candles.csv,0.42,0,60.0,0.17639999999999997,False
KXATPMATCH-26FEB11BUSBAE,KXATPMATCH-26FEB11BUSBAE-BAE_candles.csv,0.72,1,60.0,0.07840000000000001,False
KXATPMATCH-26FEB11CERMAR,KXATPMATCH-26FEB11CERMAR-MAR_candles.csv,0.29,1,60.0,0.5041,False
KXATPMATCH-26FEB11FONTAB,KXATPMATCH-26FEB11FONTAB-FON_candles.csv,0.59,0,60.0,0.34809999999999997,False
KXATPMATCH-26FEB11GRIHAL,KXATPMATCH-26FEB11GRIHAL-GRI_candles.csv,0.88,1,60.0,0.0144,False
KXATPMATCH-26FEB11KORTIA,KXATPMATCH-26FEB11KORTIA-KOR_candles.csv,0.53,1,60.0,0.22089999999999999,False
KXATPMATCH-26FEB11MICDAV,KXATPMATCH-26FEB11MICDAV-DAV_candles.csv,0.76,1,60.0,0.0576,False
KXATPMATCH-26FEB11OCONOR,KXATPMATCH-26FEB11OCONOR-NOR_candles.csv,0.6,0,60.0,0.36,False
KXATPMATCH-26FEB12KHAMUN,KXATPMATCH-26FEB12KHAMUN-KHA_candles.csv,0.61,0,60.0,0.3721,False
KXATPMATCH-26FEB12MANSHE,KXATPMATCH-26FEB12MANSHE-MAN_candles.csv,0.13,0,60.0,0.016900000000000002,False
KXATPMATCH-26FEB12MEDAUG,KXATPMATCH-26FEB12MEDAUG-AUG_candles.csv,0.91,1,60.0,0.008099999999999994,False
KXATPMATCH-26FEB12PAUKEC,KXATPMATCH-26FEB12PAUKEC-KEC_candles.csv,0.18,1,60.0,0.6724000000000001,False
KXATPMATCH-26FEB12PINSPI,KXATPMATCH-26FEB12PINSPI-PIN_candles.csv,0.32,1,60.0,0.4623999999999999,False
KXATPMATCH-26FEB12STRBUB,KXATPMATCH-26FEB12STRBUB-BUB_candles.csv,0.85,1,60.0,0.022500000000000006,False
KXATPMATCH-26FEB12UGONAV,KXATPMATCH-26FEB12UGONAV-NAV_candles.csv,0.07,0,60.0,0.004900000000000001,False
KXATPMATCH-26FEB12VANTSI,KXATPMATCH-26FEB12VANTSI-TSI_candles.csv,0.36,0,60.0,0.1296,False
KXATPMATCH-26FEB13CERKOP,KXATPMATCH-26FEB13CERKOP-CER_candles.csv,0.99,1,60.0,0.00010000000000000018,False
KXATPMATCH-26FEB13DEVAN,KXATPMATCH-26FEB13DEVAN-DE_candles.csv,0.71,1,60.0,0.08410000000000002,False
KXATPMATCH-26FEB13FRIKOR,KXATPMATCH-26FEB13FRIKOR-FRI_candles.csv,0.25,1,60.0,0.5625,False
KXATPMATCH-26FEB13GRIAUG,KXATPMATCH-26FEB13GRIAUG-AUG_candles.csv,0.71,1,60.0,0.08410000000000002,False
KXATPMATCH-26FEB13KECSHE,KXATPMATCH-26FEB13KECSHE-KEC_candles.csv,0.28,0,60.0,0.07840000000000001,False
