match_id,p1_won_set1,p1_prob,outcome,brier
8861,True,0.977,1,0.0005290000000000009
8863,True,0.9332,1,0.004462239999999996
8866,False,0.2626,1,0.5437587600000001
8869,False,0.3016,0,0.09096255999999998
8873,True,0.969,1,0.0009610000000000017
8876,False,0.0024,0,5.759999999999999e-06
8880,True,0.7802,1,0.04831204
8881,True,0.8298,1,0.028968040000000007
8884,True,1.0,1,0.0
8888,True,0.9612,1,0.0015054399999999957
8892,False,0.1496,0,0.022380160000000003
8893,False,0.1724,1,0.68492176
8894,False,0.0744,0,0.005535359999999999
8895,True,1.0,0,1.0
8897,True,1.0,1,0.0
8898,False,0.0526,0,0.00276676
8902,True,0.9936,1,4.0959999999999506e-05
8903,False,0.0014,0,1.96e-06
8904,False,0.2336,0,0.05456896
8905,True,0.9858,1,0.00020163999999999973
8909,True,1.0,1,0.0
8912,True,0.9844,1,0.00024335999999999835
8914,True,0.9972,1,7.840000000000138e-06
8916,False,0.0158,0,0.00024964000000000003
8917,False,0.1138,1,0.78535044
8918,True,0.8232,1,0.031258239999999986
8919,False,0.0532,0,0.00283024
8920,False,0.0012,0,1.4399999999999998e-06
8921,False,0.0326,0,0.0010627599999999998
8926,False,0.0924,1,0.82373776
8927,False,0.2608,0,0.06801663999999999
8931,True,0.9598,1,0.001616040000000001
8932,True,0.5556,1,0.19749136
8936,False,0.143,0,0.020448999999999995
8938,True,0.9594,1,0.0016483599999999976
8939,True,0.997,1,9.000000000000015e-06
8943,False,0.0102,0,0.00010404000000000001
8946,False,0.0044,1,0.9912193600000001
8947,False,0.0514,0,0.00264196
8948,True,1.0,1,0.0
8950,False,0.0162,1,0.96786244
8951,True,0.996,1,1.600000000000003e-05
8953,False,0.0498,0,0.0024800399999999998
8957,False,0.0182,0,0.00033124
8961,False,0.0326,0,0.0010627599999999998
8962,True,0.9254,0,0.85636516
8963,False,0.0274,0,0.0007507600000000001
8965,True,0.848,1,0.023104000000000006
8967,False,0.252,0,0.063504
8968,False,0.0004,0,1.6e-07
8970,True,0.8632,1,0.01871424000000001
8971,False,0.1778,0,0.03161284
8972,False,0.0056,0,3.136e-05
8973,True,0.6866,1,0.09821956000000001
8974,False,0.0284,0,0.0008065600000000001
8975,True,0.9942,1,3.3640000000000315e-05
8976,True,0.892,0,0.795664
8977,False,0.0258,0,0.00066564
8979,False,0.0,0,0.0
8982,False,0.0132,0,0.00017423999999999999
8983,False,0.0208,0,0.00043264
8984,False,0.1388,0,0.01926544
8985,True,0.9992,0,0.99840064
8986,True,0.782,1,0.04752399999999999
8987,True,0.7716,1,0.05216656000000002
8988,False,0.0352,0,0.00123904
8989,False,0.0,0,0.0
8990,False,0.062,0,0.0038439999999999998
8992,True,0.9896,1,0.00010815999999999926
8993,False,0.0144,0,0.00020736
8995,False,0.2666,1,0.53787556
9005,False,0.0002,0,4e-08
9006,False,0.0428,0,0.0018318399999999997
9007,True,0.9564,1,0.0019009599999999975
9009,True,0.9932,1,4.6240000000000384e-05
9010,False,0.0054,0,2.9160000000000002e-05
9024,False,0.137,0,0.018769000000000004
9052,True,0.9802,0,0.96079204
9064,True,0.9646,0,0.93045316
9065,False,0.0058,0,3.3639999999999996e-05
9249,True,0.9708,1,0.0008526400000000002
9253,False,0.0122,1,0.9757488400000001
9257,False,0.2476,0,0.061305759999999994
9265,True,0.975,0,0.9506249999999999
9266,False,0.1186,0,0.014065959999999999
9270,False,0.104,0,0.010816
9271,False,0.2478,0,0.061404839999999995
9276,False,0.116,0,0.013456000000000001
9277,True,0.958,1,0.0017640000000000032
9280,False,0.3296,0,0.10863616000000001
9300,True,0.9256,0,0.85673536
9308,True,0.9472,1,0.0027878399999999954
9309,False,0.0494,0,0.00244036
9310,False,0.0976,0,0.009525760000000001
9314,False,0.0612,1,0.8813454399999999
9324,False,0.1164,0,0.01354896
9325,True,0.995,1,2.5000000000000045e-05
9330,True,0.9692,1,0.0009486400000000031
9331,True,0.8776,1,0.014981759999999988
9332,True,1.0,1,0.0
9336,True,0.9736,0,0.94789696
9339,False,0.0014,0,1.96e-06
9340,True,0.9512,1,0.0023814399999999955
9343,True,1.0,1,0.0
9344,False,0.0004,0,1.6e-07
9348,False,0.1244,0,0.015475359999999999
9351,True,0.9934,1,4.356000000000066e-05
9352,False,0.4268,0,0.18215824
9354,True,0.9242,1,0.005745639999999997
9357,True,0.9798,1,0.0004080399999999998
9358,False,0.057,0,0.003249
9362,True,0.814,1,0.03459600000000002
9363,False,0.2346,0,0.05503716
9364,True,0.916,1,0.007055999999999994
9365,True,0.5014,1,0.24860196000000004
9366,False,0.0178,1,0.9647168399999999
9367,True,0.9714,1,0.0008179599999999977
9368,True,0.9794,1,0.00042435999999999803
9369,False,0.0204,0,0.00041616000000000005
9370,False,0.163,0,0.026569000000000002
9371,False,0.191,0,0.036481
9372,False,0.5286,0,0.27941795999999997
9373,False,0.0074,0,5.4760000000000004e-05
9375,False,0.114,0,0.012996
9376,False,0.0,0,0.0
9378,False,0.3234,0,0.10458756000000001
9380,False,0.0178,0,0.00031684
9381,False,0.0428,1,0.9162318400000001
9382,True,0.3852,1,0.37797904000000004
9383,True,0.9432,1,0.0032262399999999957
9385,False,0.0028,0,7.84e-06
9386,True,0.8442,1,0.024273640000000016
9387,False,0.0,0,0.0
9389,False,0.1826,0,0.033342760000000006
9390,True,0.9418,1,0.0033872400000000036
9391,True,0.947,1,0.002809000000000005
9392,False,0.022,0,0.00048399999999999995
9394,True,0.94,1,0.0036000000000000064
9395,False,0.0498,0,0.0024800399999999998
9397,False,0.275,0,0.07562500000000001
9399,False,0.0458,0,0.00209764
9402,False,0.002,0,4e-06
9403,False,0.1542,0,0.023777640000000003
9404,True,0.9932,1,4.6240000000000384e-05
9405,True,0.9994,1,3.6000000000005394e-07
9406,False,0.0766,0,0.00586756
9407,False,0.007,0,4.9000000000000005e-05
9409,False,0.0264,1,0.94789696
9410,True,0.8842,1,0.013409640000000004
9413,True,0.9996,1,1.5999999999996475e-07
9414,False,0.4062,0,0.16499844
9415,False,0.0,0,0.0
9416,False,0.0572,0,0.0032718400000000003
9417,True,0.9992,1,6.400000000000366e-07
9419,True,0.9998,1,3.9999999999991186e-08
9420,False,0.4164,1,0.34058896
9421,True,0.9622,1,0.001428839999999996
9422,False,0.045,0,0.002025
9426,True,0.7658,1,0.054849639999999984
9427,False,0.0424,0,0.00179776
9428,True,0.9958,1,1.7639999999999845e-05
9432,False,0.1412,0,0.019937439999999997
9433,True,0.9456,1,0.0029593600000000003
9434,True,0.9946,1,2.9159999999999572e-05
9437,False,0.1628,1,0.70090384
9439,False,0.2254,0,0.050805159999999995
9440,False,0.0,0,0.0
9441,True,0.982,1,0.00032400000000000056
9443,True,0.9928,1,5.1839999999999775e-05
9445,False,0.0858,0,0.00736164
9447,True,0.9062,1,0.00879844
9450,True,0.9448,1,0.003047040000000003
9451,False,0.1532,1,0.71707024
9454,True,0.996,1,1.600000000000003e-05
9455,True,0.632,1,0.135424
9456,False,0.0,0,0.0
9457,True,1.0,0,1.0
9458,True,0.9328,1,0.004515840000000005
9459,False,0.0324,0,0.0010497599999999998
9460,True,0.9832,0,0.9666822399999999
9463,True,0.8628,1,0.018823839999999998
9464,True,0.9954,0,0.9908211599999999
9465,False,0.074,1,0.8574760000000001
9466,True,0.9976,1,5.7599999999997975e-06
9467,False,0.052,0,0.002704
9468,True,0.9996,1,1.5999999999996475e-07
9471,True,0.5368,1,0.21455423999999995
9472,True,0.9212,0,0.84860944
9473,True,0.9474,1,0.002766759999999998
9474,False,0.018,0,0.00032399999999999996
9475,False,0.0042,0,1.7639999999999997e-05
9476,False,0.114,0,0.012996
9477,False,0.0266,0,0.00070756
9480,False,0.0104,0,0.00010816
9481,True,1.0,1,0.0
9482,True,0.9944,1,3.1360000000000554e-05
9483,True,0.9446,1,0.0030691600000000005
9484,False,0.0074,0,5.4760000000000004e-05
9488,True,0.8656,1,0.01806335999999999
9489,False,0.0,1,1.0
9491,True,0.9752,1,0.0006150400000000022
9492,False,0.0014,0,1.96e-06
9493,False,0.5526,0,0.30536675999999996
9494,False,0.0612,0,0.0037454399999999996
9496,False,0.037,1,0.9273689999999999
9497,False,0.1668,0,0.02782224
9498,True,0.9994,1,3.6000000000005394e-07
9499,False,0.0222,0,0.00049284
9500,False,0.0852,0,0.00725904
9501,False,0.0,0,0.0
9503,False,0.2616,0,0.06843456
9504,True,0.8792,0,0.77299264
9505,False,0.1564,1,0.71166096
